sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,4,0,149,3,PICKED,picked for inspection
1,4,0,149,3,ACCEPTED,accepted for execution
1,1513,4,177,5,PICKED,picked for inspection
1,1513,4,177,5,ACCEPTED,accepted for execution
1,6392,17,146,6,PICKED,picked for inspection
1,6392,17,146,6,ACCEPTED,accepted for execution
2,11,80,83,3,PICKED,picked for inspection
2,11,80,83,3,ACCEPTED,accepted for execution
2,1514,84,210,3,PICKED,picked for inspection
2,1514,84,210,3,ACCEPTED,accepted for execution
2,3017,88,256,10,PICKED,picked for inspection
2,3017,88,256,10,ACCEPTED,accepted for execution
2,9022,104,216,6,PICKED,picked for inspection
2,9022,104,216,6,ACCEPTED,accepted for execution
2,15025,120,386,5,PICKED,picked for inspection
2,15025,120,386,5,ACCEPTED,accepted for execution
2,18029,128,222,10,PICKED,picked for inspection
2,18029,128,222,10,ACCEPTED,accepted for execution
3,12,160,96,7,PICKED,picked for inspection
3,12,160,96,7,ACCEPTED,accepted for execution
3,5641,175,207,7,PICKED,picked for inspection
3,5641,175,207,7,ACCEPTED,accepted for execution
3,12399,193,151,6,PICKED,picked for inspection
3,12399,193,151,6,ACCEPTED,accepted for execution
3,18402,209,179,4,PICKED,picked for inspection
3,18402,209,179,4,ACCEPTED,accepted for execution
3,20656,215,206,4,PICKED,picked for inspection
3,20656,215,206,4,ACCEPTED,accepted for execution
4,0,240,112,6,PICKED,picked for inspection
4,0,240,112,6,ACCEPTED,accepted for execution
4,4886,253,390,4,PICKED,picked for inspection
4,4886,253,390,4,ACCEPTED,accepted for execution
4,7890,261,262,7,PICKED,picked for inspection
4,7890,261,262,7,ACCEPTED,accepted for execution
4,13143,275,243,3,PICKED,picked for inspection
4,13143,275,243,3,ACCEPTED,accepted for execution
4,16145,283,369,6,PICKED,picked for inspection
4,16145,283,369,6,ACCEPTED,accepted for execution
4,22148,299,29,5,PICKED,picked for inspection
4,22148,299,29,5,ACCEPTED,accepted for execution
4,27028,312,164,2,PICKED,picked for inspection
4,27028,312,164,2,ACCEPTED,accepted for execution
5,0,320,162,1,PICKED,picked for inspection
5,0,320,162,1,ACCEPTED,accepted for execution
5,385,321,50,9,PICKED,picked for inspection
5,385,321,50,9,ACCEPTED,accepted for execution
5,6389,337,334,10,PICKED,picked for inspection
5,6389,337,334,10,ACCEPTED,accepted for execution
5,13893,357,315,3,PICKED,picked for inspection
5,13893,357,315,3,ACCEPTED,accepted for execution
5,16896,365,116,10,PICKED,picked for inspection
5,16896,365,116,10,ACCEPTED,accepted for execution
6,19,400,345,6,PICKED,picked for inspection
6,19,400,345,6,ACCEPTED,accepted for execution
6,4147,411,13,1,PICKED,picked for inspection
6,4147,411,13,1,ACCEPTED,accepted for execution
6,4920,413,335,1,PICKED,picked for inspection
6,4920,413,335,1,ACCEPTED,accepted for execution
6,5681,415,211,2,PICKED,picked for inspection
6,5681,415,211,2,ACCEPTED,accepted for execution
6,7185,419,316,4,PICKED,picked for inspection
6,7185,419,316,4,ACCEPTED,accepted for execution
6,10188,427,72,5,PICKED,picked for inspection
6,10188,427,72,5,ACCEPTED,accepted for execution
6,13942,437,201,5,PICKED,picked for inspection
6,13942,437,201,5,ACCEPTED,accepted for execution
6,18820,450,244,10,PICKED,picked for inspection
6,18820,450,244,10,ACCEPTED,accepted for execution
7,13,480,250,9,PICKED,picked for inspection
7,13,480,250,9,ACCEPTED,accepted for execution
7,6016,496,358,3,PICKED,picked for inspection
7,6016,496,358,3,ACCEPTED,accepted for execution
7,7519,500,265,6,PICKED,picked for inspection
7,7519,500,265,6,ACCEPTED,accepted for execution
7,10897,509,125,3,PICKED,picked for inspection
7,10897,509,125,3,ACCEPTED,accepted for execution
7,12401,513,33,8,PICKED,picked for inspection
7,12401,513,33,8,ACCEPTED,accepted for execution
7,16905,525,229,10,PICKED,picked for inspection
7,16905,525,229,10,ACCEPTED,accepted for execution
8,0,560,398,7,PICKED,picked for inspection
8,0,560,398,7,ACCEPTED,accepted for execution
8,4133,571,17,10,PICKED,picked for inspection
8,4133,571,17,10,ACCEPTED,accepted for execution
8,10136,587,195,9,PICKED,picked for inspection
8,10136,587,195,9,ACCEPTED,accepted for execution
8,15391,601,302,2,PICKED,picked for inspection
8,15391,601,302,2,ACCEPTED,accepted for execution
8,16520,604,274,4,PICKED,picked for inspection
8,16520,604,274,4,ACCEPTED,accepted for execution
8,18772,610,92,8,PICKED,picked for inspection
8,18772,610,92,8,ACCEPTED,accepted for execution
9,7,640,385,7,PICKED,picked for inspection
9,7,640,385,7,ACCEPTED,accepted for execution
9,4135,651,198,6,PICKED,picked for inspection
9,4135,651,198,6,ACCEPTED,accepted for execution
9,7517,660,215,10,PICKED,picked for inspection
9,7517,660,215,10,ACCEPTED,accepted for execution
9,13520,676,175,4,PICKED,picked for inspection
9,13520,676,175,4,ACCEPTED,accepted for execution
9,15773,682,362,10,PICKED,picked for inspection
9,15773,682,362,10,ACCEPTED,accepted for execution
10,13,720,66,10,PICKED,picked for inspection
10,13,720,66,10,ACCEPTED,accepted for execution
10,6016,736,194,5,PICKED,picked for inspection
10,6016,736,194,5,ACCEPTED,accepted for execution
10,9019,744,130,6,PICKED,picked for inspection
10,9019,744,130,6,ACCEPTED,accepted for execution
10,12397,753,123,10,PICKED,picked for inspection
10,12397,753,123,10,ACCEPTED,accepted for execution
10,18400,769,273,1,PICKED,picked for inspection
10,18400,769,273,1,ACCEPTED,accepted for execution
10,18778,770,48,1,PICKED,picked for inspection
10,18778,770,48,1,ACCEPTED,accepted for execution
10,19157,771,122,1,PICKED,picked for inspection
10,19157,771,122,1,ACCEPTED,accepted for execution
10,19534,772,139,3,PICKED,picked for inspection
10,19534,772,139,3,ACCEPTED,accepted for execution
10,21036,776,360,3,PICKED,picked for inspection
10,21036,776,360,3,ACCEPTED,accepted for execution
10,22540,780,150,1,PICKED,picked for inspection
