sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,2.1125107581566387,72,34,46
2,2.502968756398182,163,65,15
3,2.438592944506216,193,79,1
4,2.2483074539391694,178,79,1
5,2.324298770879294,177,76,4
6,2.516044340723454,184,73,7
7,2.798297585120744,199,71,9
8,3.339310178096543,221,66,14
9,3.535189982728843,262,74,6
10,3.6141144771840135,279,77,3
11,3.6582870007163075,286,78,2
12,2.980132450331126,48,16,64
