sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,2,0,243,3,PICKED,picked for inspection
1,2,0,243,3,ACCEPTED,accepted for execution
1,9008,24,299,8,PICKED,picked for inspection
1,9008,24,299,8,REJECTED,Weiwei cannot finish task within the remaining time
1,9008,24,266,9,PICKED,picked for inspection
1,9008,24,266,9,REJECTED,Weiwei cannot finish task within the remaining time
1,9008,24,104,7,PICKED,picked for inspection
1,9008,24,104,7,ACCEPTED,accepted for execution
1,9008,24,104,7,ACCEPTED,accepted for execution
1,30011,80,266,8,PICKED,picked for inspection
1,30011,80,266,8,REJECTED,Weiwei cannot finish task within the remaining time
1,30011,80,47,10,PICKED,picked for inspection
1,30011,80,47,10,REJECTED,Weiwei cannot finish task within the remaining time
1,30011,80,272,9,PICKED,picked for inspection
1,30011,80,272,9,REJECTED,Weiwei cannot finish task within the remaining time
1,30011,80,266,8,PICKED,no other tasks could be accepted-trying to break this task
1,30011,80,266,8,REJECTED,could not break this task-Weiwei finished for this sprint
2,5,80,47,10,PICKED,picked for inspection
2,5,80,47,10,ACCEPTED,accepted for execution
3,0,160,323,4,PICKED,picked for inspection
3,0,160,323,4,ACCEPTED,accepted for execution
4,9,240,71,5,PICKED,picked for inspection
4,9,240,71,5,ACCEPTED,accepted for execution
5,6,320,14,8,PICKED,picked for inspection
5,6,320,14,8,ACCEPTED,accepted for execution
6,9,400,132,7,PICKED,picked for inspection
6,9,400,132,7,ACCEPTED,accepted for execution
7,4,480,241,4,PICKED,picked for inspection
7,4,480,241,4,ACCEPTED,accepted for execution
9,4,640,193,4,PICKED,picked for inspection
9,4,640,193,4,ACCEPTED,accepted for execution
10,8,720,264,7,PICKED,picked for inspection
10,8,720,264,7,ACCEPTED,accepted for execution
11,6,800,386,5,PICKED,picked for inspection
11,6,800,386,5,ACCEPTED,accepted for execution
11,4884,813,15,8,PICKED,picked for inspection
11,4884,813,15,8,ACCEPTED,accepted for execution
12,13,880,187,3,PICKED,picked for inspection
12,13,880,187,3,ACCEPTED,accepted for execution
12,4516,892,118,9,PICKED,picked for inspection
12,4516,892,118,9,ACCEPTED,accepted for execution
13,13,960,127,2,PICKED,picked for inspection
13,13,960,127,2,ACCEPTED,accepted for execution
13,3016,968,57,4,PICKED,picked for inspection
13,3016,968,57,4,ACCEPTED,accepted for execution
13,7898,981,60,10,PICKED,picked for inspection
