sep=,
ModelTime, BackEnd, FrontEnd, Design
0,3.0,1.0,1.5
20,3.0,1.0,1.5
40,3.0,1.9,1.5
60,3.0,1.9,1.95
80,3.0,1.9,1.95
100,3.0,1.9,1.95
120,3.0,1.9,1.95
140,4.2,1.9,1.95
160,4.2,2.1999999999999997,2.25
180,4.2,2.1999999999999997,2.25
200,4.2,2.1999999999999997,2.25
220,4.2,2.1999999999999997,2.25
240,4.2,2.1999999999999997,2.25
260,4.2,2.1999999999999997,2.25
280,4.2,2.1999999999999997,2.25
300,4.2,2.1999999999999997,2.25
320,4.2,2.1999999999999997,3.75
340,4.2,2.1999999999999997,3.75
360,4.2,2.9499999999999997,3.75
380,4.2,2.9499999999999997,3.75
400,4.2,2.9499999999999997,3.75
420,4.2,2.9499999999999997,3.75
440,4.2,2.9499999999999997,3.75
460,5.4,4.1499999999999995,4.95
480,5.4,4.1499999999999995,4.95
500,6.300000000000001,5.049999999999999,5.85
520,6.300000000000001,5.049999999999999,5.85
540,6.300000000000001,5.049999999999999,5.85
560,6.300000000000001,5.049999999999999,5.85
580,7.65,5.049999999999999,7.199999999999999
600,7.65,5.049999999999999,7.199999999999999
620,7.65,5.049999999999999,7.199999999999999
640,7.65,5.199999999999999,7.6499999999999995
660,8.700000000000001,5.199999999999999,7.6499999999999995
680,8.700000000000001,5.199999999999999,7.6499999999999995
700,8.700000000000001,5.199999999999999,7.6499999999999995
720,8.700000000000001,5.199999999999999,7.6499999999999995
740,8.700000000000001,5.199999999999999,9.149999999999999
760,8.700000000000001,5.199999999999999,9.149999999999999
780,8.700000000000001,5.199999999999999,9.149999999999999
800,9.450000000000001,5.199999999999999,9.149999999999999
820,9.450000000000001,5.949999999999999,9.899999999999999
840,9.450000000000001,5.949999999999999,11.399999999999999
860,9.450000000000001,5.949999999999999,11.399999999999999
880,9.450000000000001,5.949999999999999,12.45
900,9.450000000000001,5.949999999999999,13.649999999999999
920,9.450000000000001,5.949999999999999,13.649999999999999
940,10.65,7.1499999999999995,14.849999999999998
960,11.250000000000002,7.449999999999999,15.45
980,12.150000000000002,8.35,15.45
1000,13.050000000000002,9.25,16.349999999999998
1020,14.400000000000002,10.6,17.7
1040,14.400000000000002,11.049999999999999,17.7
1060,14.400000000000002,11.049999999999999,18.599999999999998
1080,14.400000000000002,11.049999999999999,19.799999999999997
1100,15.900000000000002,11.049999999999999,21.299999999999997
1120,15.900000000000002,11.049999999999999,21.299999999999997
1140,15.900000000000002,11.049999999999999,21.299999999999997
1160,15.900000000000002,11.049999999999999,21.299999999999997
1180,15.900000000000002,11.049999999999999,21.299999999999997
1200,16.35,11.5,22.049999999999997
1220,17.25,12.1,23.549999999999997
1240,17.25,14.05,25.499999999999996
1260,17.25,14.05,25.499999999999996
1280,18.0,14.200000000000001,26.099999999999998
1300,18.9,15.100000000000001,26.099999999999998
1320,20.25,15.100000000000001,27.45
1340,20.25,15.100000000000001,27.45
1360,21.45,15.100000000000001,27.9
1380,21.45,15.100000000000001,30.0
1400,21.45,16.150000000000002,30.0
1420,21.45,16.150000000000002,30.0
1440,21.45,16.150000000000002,30.0
1460,21.45,16.150000000000002,30.0
1480,21.45,17.35,30.0
1500,22.8,18.700000000000003,30.0
1520,22.8,18.700000000000003,30.0
1540,22.8,18.700000000000003,30.0
1560,24.45,18.700000000000003,30.0
1580,25.8,20.950000000000003,30.0
1600,25.8,20.950000000000003,30.0
1620,26.549999999999997,21.700000000000003,30.0
1640,26.549999999999997,23.500000000000004,30.0
1660,27.749999999999996,26.2,30.0
1680,27.749999999999996,26.2,30.0
1700,27.749999999999996,26.2,30.0
1720,27.749999999999996,26.2,30.0
1740,27.749999999999996,26.2,30.0
1760,27.749999999999996,26.2,30.0
1780,27.749999999999996,26.2,30.0
1800,27.749999999999996,26.2,30.0
1820,27.749999999999996,26.2,30.0
1840,27.749999999999996,26.2,30.0
1860,27.749999999999996,26.2,30.0
1880,27.749999999999996,26.2,30.0
1900,27.749999999999996,26.2,30.0
1920,27.749999999999996,26.2,30.0
1940,27.749999999999996,26.2,30.0
1960,27.749999999999996,26.2,30.0
1980,27.749999999999996,26.2,30.0
2000,27.749999999999996,26.2,30.0
