sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,0.5619567751173865,45,80,0
2,0.46220726872980444,37,80,0
3,0.36222229623954966,29,80,0
4,0.36092396535129934,26,72,8
5,0.3122788025148853,20,64,16
6,0.3387856022062669,19,56,24
7,0.3122710012657385,25,80,0
8,0.24988893824966682,18,72,8
9,0.7300952966492468,19,26,54
10,1.0340401255110774,58,56,24
11,1.0823712255772648,78,72,8
12,1.7895788247045115,86,48,32
13,1.8919206992112556,142,75,5
14,1.8721538202057684,148,79,1
15,2.1124348190157196,148,70,10
16,2.2406594197681953,166,74,6
17,2.564204500278286,172,67,13
18,2.6935879467414154,205,76,4
19,2.8368731353885495,213,75,5
20,3.2618917012773294,222,68,12
21,3.4473273230638175,259,75,5
22,3.277742815187749,125,38,42
