sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,0.9618267212950935,77,80,0
2,1.1295180722891567,69,61,19
3,2.5066464109380933,88,35,45
4,2.4905603128582023,197,79,1
5,2.3460898502495837,188,80,0
6,2.5230120882776976,182,72,8
7,2.51508206666442,199,79,1
8,2.708371329564107,198,73,7
9,2.8727246197059793,210,73,7
10,3.5224438902743143,226,64,16
11,3.5372591294973725,280,79,1
12,3.7179395071485017,276,74,6
