sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,9,0,31,2,PICKED,picked for inspection
1,9,0,31,2,ACCEPTED,accepted for execution
1,1136,3,206,4,PICKED,picked for inspection
1,1136,3,206,4,ACCEPTED,accepted for execution
1,3389,9,236,5,PICKED,picked for inspection
1,3389,9,236,5,ACCEPTED,accepted for execution
1,6393,17,112,6,PICKED,picked for inspection
1,6393,17,112,6,ACCEPTED,accepted for execution
2,18,80,314,1,PICKED,picked for inspection
2,18,80,314,1,ACCEPTED,accepted for execution
2,398,81,354,3,PICKED,picked for inspection
2,398,81,354,3,ACCEPTED,accepted for execution
2,1901,85,103,5,PICKED,picked for inspection
2,1901,85,103,5,ACCEPTED,accepted for execution
2,4904,93,64,5,PICKED,picked for inspection
2,4904,93,64,5,ACCEPTED,accepted for execution
2,7909,101,392,9,PICKED,picked for inspection
2,7909,101,392,9,ACCEPTED,accepted for execution
2,13164,115,73,4,PICKED,picked for inspection
2,13164,115,73,4,ACCEPTED,accepted for execution
3,44,160,220,3,PICKED,picked for inspection
3,44,160,220,3,ACCEPTED,accepted for execution
3,1558,164,310,4,PICKED,picked for inspection
3,1558,164,310,4,ACCEPTED,accepted for execution
3,3811,170,309,7,PICKED,picked for inspection
3,3811,170,309,7,ACCEPTED,accepted for execution
3,7938,181,256,10,PICKED,picked for inspection
3,7938,181,256,10,ACCEPTED,accepted for execution
3,13942,197,308,4,PICKED,picked for inspection
3,13942,197,308,4,ACCEPTED,accepted for execution
4,8,240,182,3,PICKED,picked for inspection
4,8,240,182,3,ACCEPTED,accepted for execution
4,1511,244,124,7,PICKED,picked for inspection
4,1511,244,124,7,ACCEPTED,accepted for execution
4,5640,255,142,9,PICKED,picked for inspection
4,5640,255,142,9,ACCEPTED,accepted for execution
4,10893,269,26,9,PICKED,picked for inspection
4,10893,269,26,9,ACCEPTED,accepted for execution
5,9,320,296,9,PICKED,picked for inspection
5,9,320,296,9,ACCEPTED,accepted for execution
5,5262,334,224,10,PICKED,picked for inspection
5,5262,334,224,10,ACCEPTED,accepted for execution
5,11265,350,34,8,PICKED,picked for inspection
5,11265,350,34,8,ACCEPTED,accepted for execution
6,0,400,306,2,PICKED,picked for inspection
6,0,400,306,2,ACCEPTED,accepted for execution
6,1135,403,119,5,PICKED,picked for inspection
