sep=,
sprint,systemTime,modelTime,taskID,storyPoints,start/end,BackEnd Exp,FrontEnd Exp,Design Exp
1,35,0,371,1,start,21.0,0.1,21.0
1,411,1,371,1,end,21.15,0.1,21.15
1,424,1,248,1,start,21.15,0.1,21.15
1,799,2,248,1,end,21.299999999999997,0.1,21.299999999999997
1,813,2,396,8,start,21.299999999999997,0.1,21.299999999999997
1,8688,23,396,8,end,21.299999999999997,1.3,22.499999999999996
2,29,80,45,9,start,21.299999999999997,1.3,22.499999999999996
2,5279,94,45,9,end,22.65,1.3,23.849999999999998
2,5285,94,16,9,start,22.65,1.3,23.849999999999998
2,14286,118,16,9,end,24.0,2.65,23.849999999999998
2,14292,118,286,5,start,24.0,2.65,23.849999999999998
2,17292,126,286,5,end,24.0,2.65,24.599999999999998
2,17299,126,353,3,start,24.0,2.65,24.599999999999998
2,18799,130,353,3,end,24.45,2.65,24.599999999999998
2,18805,130,296,9,start,24.45,2.65,24.599999999999998
2,24056,144,296,9,end,25.8,2.65,24.599999999999998
3,14,160,312,4,start,25.8,2.65,24.599999999999998
3,3014,168,312,4,end,26.400000000000002,3.25,25.2
3,3019,168,233,8,start,26.400000000000002,3.25,25.2
3,10894,189,233,8,end,27.6,4.45,25.2
3,10899,189,71,5,start,27.6,4.45,25.2
3,13900,197,71,5,end,28.35,4.45,25.2
3,13906,197,237,3,start,28.35,4.45,25.2
3,15406,201,237,3,end,28.8,4.45,25.2
3,15413,201,146,6,start,28.8,4.45,25.2
3,18789,210,146,6,end,28.8,4.45,26.099999999999998
3,18793,210,7,6,start,28.8,4.45,26.099999999999998
3,22169,219,7,6,end,28.8,4.45,26.999999999999996
3,22173,219,257,9,start,28.8,4.45,26.999999999999996
3,27423,233,257,9,end,28.8,4.45,28.349999999999998
4,28,240,292,1,start,28.8,4.45,28.349999999999998
4,778,242,292,1,end,28.95,4.6000000000000005,28.499999999999996
4,782,242,368,1,start,28.95,4.6000000000000005,28.499999999999996
4,1158,243,368,1,end,29.099999999999998,4.6000000000000005,28.649999999999995
4,1164,243,378,8,start,29.099999999999998,4.6000000000000005,28.649999999999995
4,5664,255,378,8,end,30.0,4.6000000000000005,29.849999999999994
4,5668,255,258,1,start,30.0,4.6000000000000005,29.849999999999994
4,6044,256,258,1,end,30.0,4.6000000000000005,29.999999999999993
4,6049,256,389,3,start,30.0,4.6000000000000005,29.999999999999993
4,9049,264,389,3,end,30.0,5.050000000000001,30.0
4,9054,264,168,6,start,30.0,5.050000000000001,30.0
4,13555,276,168,6,end,30.0,5.950000000000001,30.0
4,13560,276,78,9,start,30.0,5.950000000000001,30.0
4,22560,300,78,9,end,30.0,7.300000000000001,30.0
4,22566,300,60,7,start,30.0,7.300000000000001,30.0
4,26691,311,60,7,end,30.0,7.300000000000001,30.0
5,20,320,345,6,start,30.0,7.300000000000001,30.0
5,4145,331,345,6,end,30.0,8.200000000000001,30.0
5,4148,331,283,2,start,30.0,8.200000000000001,30.0
5,5648,335,283,2,end,30.0,8.500000000000002,30.0
5,5668,335,137,4,start,30.0,8.500000000000002,30.0
5,8669,343,137,4,end,30.0,9.100000000000001,30.0
5,8673,343,221,7,start,30.0,9.100000000000001,30.0
5,13924,357,221,7,end,30.0,10.150000000000002,30.0
5,13930,357,369,6,start,30.0,10.150000000000002,30.0
5,19931,373,369,6,end,30.0,11.050000000000002,30.0
5,19935,373,43,4,start,30.0,11.050000000000002,30.0
5,22186,379,43,4,end,30.0,11.050000000000002,30.0
5,22192,379,362,10,start,30.0,11.050000000000002,30.0
