sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,26,0,339,6,PICKED,picked for inspection
1,26,0,339,6,ACCEPTED,accepted for execution
1,18033,48,362,10,PICKED,picked for inspection
1,18033,48,362,10,REJECTED,Mohan cannot finish task within the remaining time
1,18033,48,367,8,PICKED,picked for inspection
1,18033,48,367,8,REJECTED,Mohan cannot finish task within the remaining time
1,18033,48,297,8,PICKED,picked for inspection
1,18033,48,297,8,REJECTED,Mohan cannot finish task within the remaining time
1,18033,48,362,10,PICKED,no other tasks could be accepted-trying to break this task
1,18033,48,362,4,ACCEPTED,broke task into smaller parts-accepted for execution
1,18033,48,362,4,ACCEPTED,accepted for execution
1,30036,80,362,4,PICKED,picked for inspection
1,30036,80,362,4,REJECTED,Mohan cannot finish task within the remaining time
1,30036,80,367,8,PICKED,picked for inspection
1,30036,80,367,8,REJECTED,Mohan cannot finish task within the remaining time
1,30036,80,297,8,PICKED,picked for inspection
1,30036,80,297,8,REJECTED,Mohan cannot finish task within the remaining time
1,30036,80,362,4,PICKED,no other tasks could be accepted-trying to break this task
1,30036,80,362,4,REJECTED,could not break this task-Mohan finished for this sprint
2,6,80,390,4,PICKED,picked for inspection
2,6,80,390,4,ACCEPTED,accepted for execution
2,12010,112,86,10,PICKED,picked for inspection
2,12010,112,86,10,REJECTED,Mohan cannot finish task within the remaining time
2,12010,112,86,10,PICKED,no other tasks could be accepted-trying to break this task
2,12010,112,86,6,ACCEPTED,broke task into smaller parts-accepted for execution
2,12010,112,86,6,ACCEPTED,accepted for execution
3,5,160,400,1,PICKED,picked for inspection
3,5,160,400,1,ACCEPTED,accepted for execution
3,3010,168,17,10,PICKED,picked for inspection
3,3010,168,17,10,REJECTED,Mohan cannot finish task within the remaining time
3,3010,168,308,10,PICKED,picked for inspection
3,3010,168,308,10,REJECTED,Mohan cannot finish task within the remaining time
3,3010,168,17,10,PICKED,no other tasks could be accepted-trying to break this task
3,3010,168,17,9,ACCEPTED,broke task into smaller parts-accepted for execution
3,3010,168,17,9,ACCEPTED,accepted for execution
4,2,240,53,3,PICKED,picked for inspection
4,2,240,53,3,ACCEPTED,accepted for execution
4,9005,264,163,7,PICKED,picked for inspection
4,9005,264,163,7,ACCEPTED,accepted for execution
5,0,320,219,1,PICKED,picked for inspection
5,1,320,219,1,ACCEPTED,accepted for execution
5,1504,324,23,10,PICKED,picked for inspection
5,1504,324,23,10,ACCEPTED,accepted for execution
5,11257,350,140,10,PICKED,picked for inspection
5,11257,350,140,10,ACCEPTED,accepted for execution
6,0,400,208,2,PICKED,picked for inspection
6,0,400,208,2,ACCEPTED,accepted for execution
6,1881,405,236,5,PICKED,picked for inspection
6,1881,405,236,5,ACCEPTED,accepted for execution
6,9383,425,16,1,PICKED,picked for inspection
6,9383,425,16,1,ACCEPTED,accepted for execution
6,10887,429,49,9,PICKED,picked for inspection
6,10887,429,49,9,ACCEPTED,accepted for execution
7,2,480,340,10,PICKED,picked for inspection
7,2,480,340,10,ACCEPTED,accepted for execution
8,3,560,211,2,PICKED,picked for inspection
8,3,560,211,2,ACCEPTED,accepted for execution
8,1881,565,123,10,PICKED,picked for inspection
8,1881,565,123,10,ACCEPTED,accepted for execution
9,6,640,173,3,PICKED,picked for inspection
9,6,640,173,3,ACCEPTED,accepted for execution
9,3009,648,222,10,PICKED,picked for inspection
9,3009,648,222,10,ACCEPTED,accepted for execution
10,3,720,384,1,PICKED,picked for inspection
10,3,720,384,1,ACCEPTED,accepted for execution
10,756,722,142,9,PICKED,picked for inspection
10,756,722,142,9,ACCEPTED,accepted for execution
11,22,800,164,3,PICKED,picked for inspection
11,22,800,164,3,ACCEPTED,accepted for execution
11,3026,808,14,8,PICKED,picked for inspection
11,3026,808,14,8,ACCEPTED,accepted for execution
11,10904,829,259,9,PICKED,picked for inspection
11,10904,829,259,9,ACCEPTED,accepted for execution
12,16,880,322,1,PICKED,picked for inspection
12,16,880,322,1,ACCEPTED,accepted for execution
12,775,882,206,4,PICKED,picked for inspection
12,775,882,206,4,ACCEPTED,accepted for execution
12,4527,892,255,7,PICKED,picked for inspection
12,4527,892,255,7,ACCEPTED,accepted for execution
12,11281,910,301,6,PICKED,picked for inspection
12,11281,910,301,6,ACCEPTED,accepted for execution
12,17286,926,272,9,PICKED,picked for inspection
12,17286,926,272,9,ACCEPTED,accepted for execution
13,13,960,18,1,PICKED,picked for inspection
13,13,960,18,1,ACCEPTED,accepted for execution
13,766,962,265,6,PICKED,picked for inspection
13,766,962,265,6,ACCEPTED,accepted for execution
13,6769,978,28,6,PICKED,picked for inspection
13,6769,978,28,6,ACCEPTED,accepted for execution
13,12773,994,343,9,PICKED,picked for inspection
13,12773,994,343,9,ACCEPTED,accepted for execution
14,26677,1111,204,1,PICKED,picked for inspection
14,26677,1111,204,1,ACCEPTED,accepted for execution
14,762,1042,373,5,PICKED,picked for inspection
14,762,1042,373,5,ACCEPTED,accepted for execution
14,5639,1055,69,5,PICKED,picked for inspection
14,5639,1055,69,5,ACCEPTED,accepted for execution
14,10519,1068,102,9,PICKED,picked for inspection
14,10519,1068,102,9,ACCEPTED,accepted for execution
14,19523,1092,344,10,PICKED,picked for inspection
14,19523,1092,344,10,ACCEPTED,accepted for execution
15,1,1120,321,1,PICKED,picked for inspection
15,1,1120,321,1,ACCEPTED,accepted for execution
15,759,1122,83,3,PICKED,picked for inspection
15,759,1122,83,3,ACCEPTED,accepted for execution
15,3012,1128,187,3,PICKED,picked for inspection
15,3012,1128,187,3,ACCEPTED,accepted for execution
15,6016,1136,194,5,PICKED,picked for inspection
15,6016,1136,194,5,ACCEPTED,accepted for execution
15,9770,1146,72,5,PICKED,picked for inspection
15,9770,1146,72,5,ACCEPTED,accepted for execution
15,13523,1156,44,10,PICKED,picked for inspection
15,13523,1156,44,10,ACCEPTED,accepted for execution
16,27433,1273,59,1,PICKED,picked for inspection
16,27433,1273,59,1,ACCEPTED,accepted for execution
16,764,1202,351,2,PICKED,picked for inspection
16,764,1202,351,2,ACCEPTED,accepted for execution
16,1893,1205,394,3,PICKED,picked for inspection
16,1893,1205,394,3,ACCEPTED,accepted for execution
16,4897,1213,103,5,PICKED,picked for inspection
16,4897,1213,103,5,ACCEPTED,accepted for execution
16,7900,1221,160,9,PICKED,picked for inspection
16,7900,1221,160,9,ACCEPTED,accepted for execution
16,13151,1235,320,6,PICKED,picked for inspection
16,13151,1235,320,6,ACCEPTED,accepted for execution
16,18029,1248,73,10,PICKED,picked for inspection
16,18029,1248,73,10,ACCEPTED,accepted for execution
17,1,1280,119,5,PICKED,picked for inspection
17,1,1280,119,5,ACCEPTED,accepted for execution
17,3011,1288,165,7,PICKED,picked for inspection
17,3011,1288,165,7,ACCEPTED,accepted for execution
