sep=,
sprint,time,taskID,storyPoints,start/end,BackEnd Exp,FrontEnd Exp,Design Exp
1,15,2,1,start,2.5,2.0,3.0
1,3019,2,1,end,2.5,2.0,3.3
1,3019,8,4,start,2.5,2.0,3.3
1,15036,8,4,end,3.7,2.0,4.5
1,15058,12,2,start,3.7,2.0,4.5
1,21072,12,2,end,3.7,2.0,5.1
1,21072,14,3,start,3.7,2.0,5.1
1,30072,14,3,end,3.7,2.9,5.1
3,17,22,2,start,3.7,2.9,5.1
3,3397,22,2,end,4.3,3.5,5.699999999999999
4,0,25,2,start,4.3,3.5,5.699999999999999
4,6029,25,2,end,4.8999999999999995,4.1,5.699999999999999
5,0,31,1,start,4.8999999999999995,4.1,5.699999999999999
5,766,31,1,end,4.8999999999999995,4.1,5.999999999999999
6,0,48,2,start,4.8999999999999995,4.1,5.999999999999999
6,6016,48,2,end,5.499999999999999,4.1,5.999999999999999
6,6026,45,5,start,5.499999999999999,4.1,5.999999999999999
6,12407,45,5,end,6.999999999999999,5.6,7.499999999999999
7,15,63,1,start,6.999999999999999,5.6,7.499999999999999
7,765,63,1,end,7.299999999999999,5.6,7.499999999999999
7,782,50,3,start,7.299999999999999,5.6,7.499999999999999
7,3786,50,3,end,8.2,5.6,7.499999999999999
7,3795,52,5,start,8.2,5.6,7.499999999999999
7,8674,52,5,end,9.7,5.6,9.0
7,8685,62,6,start,9.7,5.6,9.0
7,14698,62,6,end,11.5,7.3999999999999995,10.8
7,14704,69,10,start,11.5,7.3999999999999995,10.8
7,24465,69,10,end,14.5,10.399999999999999,13.8
8,0,79,1,start,14.5,10.399999999999999,13.8
8,750,79,1,end,14.5,10.399999999999999,14.100000000000001
8,759,81,2,start,14.5,10.399999999999999,14.100000000000001
8,2638,81,2,end,14.5,10.999999999999998,14.700000000000001
8,2648,91,8,start,14.5,10.999999999999998,14.700000000000001
8,10529,91,8,end,14.5,13.399999999999999,14.700000000000001
8,10541,75,9,start,14.5,13.399999999999999,14.700000000000001
8,19546,75,9,end,17.2,13.399999999999999,17.400000000000002
9,3,111,1,start,17.2,13.399999999999999,17.400000000000002
9,756,111,1,end,17.2,13.399999999999999,17.700000000000003
9,772,104,3,start,17.2,13.399999999999999,17.700000000000003
9,3776,104,3,end,17.2,14.299999999999999,17.700000000000003
9,3785,107,4,start,17.2,14.299999999999999,17.700000000000003
9,7540,107,4,end,17.2,15.499999999999998,18.900000000000002
9,7554,106,6,start,17.2,15.499999999999998,18.900000000000002
9,13558,106,6,end,17.2,17.299999999999997,20.700000000000003
9,13569,100,8,start,17.2,17.299999999999997,20.700000000000003
9,19949,100,8,end,19.599999999999998,19.699999999999996,23.1
10,0,153,1,start,19.599999999999998,19.699999999999996,23.1
10,390,153,1,end,19.599999999999998,19.699999999999996,23.400000000000002
10,400,130,3,start,19.599999999999998,19.699999999999996,23.400000000000002
10,2654,130,3,end,20.499999999999996,19.699999999999996,24.3
10,2665,141,5,start,20.499999999999996,19.699999999999996,24.3
10,5669,141,5,end,20.499999999999996,19.699999999999996,25.8
10,5678,138,9,start,20.499999999999996,19.699999999999996,25.8
10,10946,138,9,end,23.199999999999996,19.699999999999996,25.8
10,10946,142,8,start,23.199999999999996,19.699999999999996,25.8
10,15449,142,8,end,25.599999999999994,19.699999999999996,28.2
11,0,168,1,start,25.599999999999994,19.699999999999996,28.2
11,392,168,1,end,25.599999999999994,19.699999999999996,28.5
11,401,179,2,start,25.599999999999994,19.699999999999996,28.5
11,1530,179,2,end,26.199999999999996,19.699999999999996,29.1
11,1539,161,6,start,26.199999999999996,19.699999999999996,29.1
11,4919,161,6,end,26.199999999999996,19.699999999999996,30.0
11,4919,163,8,start,26.199999999999996,19.699999999999996,30.0
11,9435,163,8,end,26.199999999999996,19.699999999999996,30.0
11,9445,188,3,start,26.199999999999996,19.699999999999996,30.0
11,11325,188,3,end,27.099999999999994,20.599999999999994,30.0
11,11336,173,4,start,27.099999999999994,20.599999999999994,30.0
11,13592,173,4,end,28.299999999999994,21.799999999999994,30.0
11,13602,185,9,start,28.299999999999994,21.799999999999994,30.0
11,18871,185,9,end,30.0,21.799999999999994,30.0
11,18871,187,8,start,30.0,21.799999999999994,30.0
11,23393,187,8,end,30.0,24.199999999999992,30.0
12,16,209,1,start,30.0,24.199999999999992,30.0
12,404,209,1,end,30.0,24.199999999999992,30.0
12,422,231,1,start,30.0,24.199999999999992,30.0
12,802,231,1,end,30.0,24.199999999999992,30.0
12,811,215,2,start,30.0,24.199999999999992,30.0
12,1941,215,2,end,30.0,24.199999999999992,30.0
12,1951,221,2,start,30.0,24.199999999999992,30.0
12,3081,221,2,end,30.0,24.199999999999992,30.0
12,3092,211,5,start,30.0,24.199999999999992,30.0
12,6097,211,5,end,30.0,24.199999999999992,30.0
12,6100,194,7,start,30.0,24.199999999999992,30.0
12,10229,194,7,end,30.0,24.199999999999992,30.0
12,10235,220,7,start,30.0,24.199999999999992,30.0
12,14363,220,7,end,30.0,24.199999999999992,30.0
12,14374,197,9,start,30.0,24.199999999999992,30.0
12,19629,197,9,end,30.0,24.199999999999992,30.0
12,19639,202,10,start,30.0,24.199999999999992,30.0
12,25643,202,10,end,30.0,24.199999999999992,30.0
13,22,279,1,start,30.0,24.199999999999992,30.0
13,404,279,1,end,30.0,24.199999999999992,30.0
13,414,247,3,start,30.0,24.199999999999992,30.0
13,1919,247,3,end,30.0,24.199999999999992,30.0
13,1929,291,6,start,30.0,24.199999999999992,30.0
13,5308,291,6,end,30.0,24.199999999999992,30.0
13,5318,269,7,start,30.0,24.199999999999992,30.0
13,9448,269,7,end,30.0,24.199999999999992,30.0
13,9448,274,9,start,30.0,24.199999999999992,30.0
13,14703,274,9,end,30.0,24.199999999999992,30.0
13,14703,286,10,start,30.0,24.199999999999992,30.0
13,20719,286,10,end,30.0,24.199999999999992,30.0
13,20730,252,9,start,30.0,24.199999999999992,30.0
13,25998,252,9,end,30.0,26.89999999999999,30.0
