sep=,
sprint,time,taskID,storyPoints,start/end,BackEnd Exp,FrontEnd Exp,Design Exp
1,36,5,5,start,3.0,1.0,1.5
1,15036,5,5,end,4.5,1.0,1.5
1,15055,12,5,start,4.5,1.0,1.5
1,30060,12,5,end,4.5,1.0,3.0
2,10,14,5,start,4.5,1.0,3.0
2,15028,14,5,end,4.5,2.5,3.0
2,15028,18,5,start,4.5,2.5,3.0
2,30028,18,5,end,6.0,2.5,4.5
5,16,30,3,start,6.0,2.5,4.5
5,4516,30,3,end,6.9,2.5,5.4
6,29,38,3,start,6.9,2.5,5.4
6,3033,38,3,end,7.800000000000001,2.5,5.4
6,3049,37,5,start,7.800000000000001,2.5,5.4
6,7930,37,5,end,9.3,2.5,6.9
6,7940,35,7,start,9.3,2.5,6.9
6,14693,35,7,end,11.4,2.5,9.0
7,51,71,2,start,11.4,2.5,9.0
7,1932,71,2,end,11.4,2.5,9.6
7,1938,67,3,start,11.4,2.5,9.6
7,5692,67,3,end,12.3,3.4,10.5
7,5700,70,5,start,12.3,3.4,10.5
7,13205,70,5,end,13.8,4.9,10.5
7,13216,60,8,start,13.8,4.9,10.5
7,25235,60,8,end,13.8,7.300000000000001,12.9
8,52,80,2,start,13.8,7.300000000000001,12.9
8,1931,80,2,end,13.8,7.9,13.5
8,1938,95,5,start,13.8,7.9,13.5
8,6818,95,5,end,13.8,9.4,15.0
8,6829,83,8,start,13.8,9.4,15.0
8,14708,83,8,end,16.2,11.8,15.0
8,14718,82,8,start,16.2,11.8,15.0
8,22597,82,8,end,18.599999999999998,14.200000000000001,17.4
9,41,124,1,start,18.599999999999998,14.200000000000001,17.4
9,794,124,1,end,18.599999999999998,14.500000000000002,17.7
9,805,121,5,start,18.599999999999998,14.500000000000002,17.7
9,5684,121,5,end,18.599999999999998,16.0,17.7
9,5693,112,5,start,18.599999999999998,16.0,17.7
9,10572,112,5,end,18.599999999999998,17.5,19.2
9,10582,120,8,start,18.599999999999998,17.5,19.2
9,18462,120,8,end,20.999999999999996,19.9,19.2
9,18471,113,10,start,20.999999999999996,19.9,19.2
9,26351,113,10,end,23.999999999999996,22.9,22.2
10,47,155,1,start,23.999999999999996,22.9,22.2
10,427,155,1,end,24.299999999999997,23.2,22.5
10,433,134,4,start,24.299999999999997,23.2,22.5
10,2688,134,4,end,25.499999999999996,23.2,22.5
10,2694,137,6,start,25.499999999999996,23.2,22.5
10,6073,137,6,end,25.499999999999996,23.2,24.3
10,6073,140,9,start,25.499999999999996,23.2,24.3
10,11330,140,9,end,28.199999999999996,23.2,24.3
10,11330,147,8,start,28.199999999999996,23.2,24.3
10,15833,147,8,end,28.199999999999996,25.599999999999998,26.7
11,20,158,2,start,28.199999999999996,25.599999999999998,26.7
11,1150,158,2,end,28.199999999999996,25.599999999999998,27.3
11,1158,157,3,start,28.199999999999996,25.599999999999998,27.3
11,2663,157,3,end,29.099999999999994,25.599999999999998,28.2
11,2673,165,8,start,29.099999999999994,25.599999999999998,28.2
11,7178,165,8,end,30.0,25.599999999999998,28.2
11,7188,156,9,start,30.0,25.599999999999998,28.2
11,12444,156,9,end,30.0,25.599999999999998,28.2
11,12456,169,7,start,30.0,25.599999999999998,28.2
11,16586,169,7,end,30.0,25.599999999999998,30.0
11,16596,190,10,start,30.0,25.599999999999998,30.0
11,22608,190,10,end,30.0,25.599999999999998,30.0
12,33,224,1,start,30.0,25.599999999999998,30.0
12,413,224,1,end,30.0,25.599999999999998,30.0
12,435,234,1,start,30.0,25.599999999999998,30.0
12,814,234,1,end,30.0,25.599999999999998,30.0
12,822,218,2,start,30.0,25.599999999999998,30.0
12,1952,218,2,end,30.0,25.599999999999998,30.0
12,1964,238,4,start,30.0,25.599999999999998,30.0
12,4218,238,4,end,30.0,25.599999999999998,30.0
12,4229,245,5,start,30.0,25.599999999999998,30.0
12,7233,245,5,end,30.0,25.599999999999998,30.0
12,7240,206,7,start,30.0,25.599999999999998,30.0
12,11368,206,7,end,30.0,25.599999999999998,30.0
12,11374,244,8,start,30.0,25.599999999999998,30.0
12,15884,244,8,end,30.0,25.599999999999998,30.0
12,15884,193,10,start,30.0,25.599999999999998,30.0
12,21884,193,10,end,30.0,25.599999999999998,30.0
12,21894,232,7,start,30.0,25.599999999999998,30.0
12,26022,232,7,end,30.0,27.7,30.0
13,65,290,1,start,30.0,27.7,30.0
13,444,290,1,end,30.0,27.7,30.0
13,451,278,4,start,30.0,27.7,30.0
13,2705,278,4,end,30.0,27.7,30.0
13,2712,250,7,start,30.0,27.7,30.0
13,6842,250,7,end,30.0,27.7,30.0
13,6848,258,9,start,30.0,27.7,30.0
13,12103,258,9,end,30.0,27.7,30.0
13,12113,251,10,start,30.0,27.7,30.0
13,18132,251,10,end,30.0,27.7,30.0
13,18132,292,6,start,30.0,27.7,30.0
13,21522,292,6,end,30.0,29.5,30.0
13,21522,255,10,start,30.0,29.5,30.0
13,27541,255,10,end,30.0,30.0,30.0
14,18,299,5,start,30.0,30.0,30.0
14,3024,299,5,end,30.0,30.0,30.0
14,3035,296,10,start,30.0,30.0,30.0
14,9044,296,10,end,30.0,30.0,30.0
