sep=,
sprint,time,taskID,storyPoints,start/end,BackEnd Exp,FrontEnd Exp,Design Exp
1,15,7,3,start,2.0,1.5,2.0
1,9050,7,3,end,2.0,2.4,2.0
1,9050,11,4,start,2.0,2.4,2.0
1,21056,11,4,end,2.0,3.5999999999999996,3.2
1,21056,13,2,start,2.0,3.5999999999999996,3.2
1,27078,13,2,end,2.6,4.199999999999999,3.2
1,27078,14,1,start,2.6,4.199999999999999,3.2
1,30105,14,1,end,2.6,4.499999999999999,3.2
3,23,18,5,start,2.6,4.499999999999999,3.2
3,15030,18,5,end,4.1,4.499999999999999,4.7
4,24,24,9,start,4.1,4.499999999999999,4.7
4,27040,24,9,end,4.1,4.499999999999999,7.4
5,16,33,4,start,4.1,4.499999999999999,7.4
5,3766,33,4,end,4.1,4.499999999999999,8.6
6,26,43,2,start,4.1,4.499999999999999,8.6
6,6030,43,2,end,4.699999999999999,5.099999999999999,8.6
6,6037,40,10,start,4.699999999999999,5.099999999999999,8.6
6,15792,40,10,end,4.699999999999999,5.099999999999999,11.6
7,31,55,1,start,4.699999999999999,5.099999999999999,11.6
7,1163,55,1,end,4.999999999999999,5.399999999999999,11.9
7,1173,72,5,start,4.999999999999999,5.399999999999999,11.9
7,6053,72,5,end,4.999999999999999,5.399999999999999,13.4
7,6064,65,9,start,4.999999999999999,5.399999999999999,13.4
7,15074,65,9,end,4.999999999999999,8.099999999999998,13.4
8,22,96,1,start,4.999999999999999,8.099999999999998,13.4
8,1164,96,1,end,5.299999999999999,8.399999999999999,13.700000000000001
8,1174,86,7,start,5.299999999999999,8.399999999999999,13.700000000000001
8,7930,86,7,end,5.299999999999999,10.499999999999998,13.700000000000001
8,7936,85,8,start,5.299999999999999,10.499999999999998,13.700000000000001
8,15815,85,8,end,7.699999999999999,12.899999999999999,13.700000000000001
8,15825,78,10,start,7.699999999999999,12.899999999999999,13.700000000000001
8,25592,78,10,end,10.7,12.899999999999999,16.700000000000003
9,21,109,1,start,10.7,12.899999999999999,16.700000000000003
9,772,109,1,end,11.0,13.2,16.700000000000003
9,791,125,3,start,11.0,13.2,16.700000000000003
9,3796,125,3,end,11.0,14.1,17.6
9,3803,115,4,start,11.0,14.1,17.6
9,7558,115,4,end,12.2,15.299999999999999,18.8
9,7565,122,6,start,12.2,15.299999999999999,18.8
9,13569,122,6,end,14.0,15.299999999999999,20.6
9,13578,117,9,start,14.0,15.299999999999999,20.6
9,22583,117,9,end,16.7,18.0,20.6
10,21,128,1,start,16.7,18.0,20.6
10,775,128,1,end,17.0,18.3,20.6
10,785,144,3,start,17.0,18.3,20.6
10,3039,144,3,end,17.9,18.3,21.5
10,3048,131,8,start,17.9,18.3,21.5
10,7559,131,8,end,17.9,18.3,23.9
10,7565,150,10,start,17.9,18.3,23.9
10,13579,150,10,end,17.9,18.3,26.9
10,13585,148,9,start,17.9,18.3,26.9
10,20339,148,9,end,17.9,21.0,29.599999999999998
11,18,176,1,start,17.9,21.0,29.599999999999998
11,772,176,1,end,18.2,21.3,29.599999999999998
11,781,191,5,start,18.2,21.3,29.599999999999998
11,3786,191,5,end,18.2,21.3,30.0
11,3797,160,8,start,18.2,21.3,30.0
11,8301,160,8,end,18.2,21.3,30.0
11,8311,186,8,start,18.2,21.3,30.0
11,12815,186,8,end,18.2,21.3,30.0
11,12826,189,7,start,18.2,21.3,30.0
11,16956,189,7,end,18.2,23.400000000000002,30.0
11,16956,162,8,start,18.2,23.400000000000002,30.0
11,22221,162,8,end,20.599999999999998,25.8,30.0
12,54,225,1,start,20.599999999999998,25.8,30.0
12,433,225,1,end,20.599999999999998,25.8,30.0
12,457,241,3,start,20.599999999999998,25.8,30.0
12,1962,241,3,end,20.599999999999998,25.8,30.0
12,1979,222,6,start,20.599999999999998,25.8,30.0
12,5358,222,6,end,20.599999999999998,25.8,30.0
12,5358,229,7,start,20.599999999999998,25.8,30.0
12,9498,229,7,end,20.599999999999998,25.8,30.0
12,9504,192,9,start,20.599999999999998,25.8,30.0
12,14758,192,9,end,20.599999999999998,25.8,30.0
12,14768,210,9,start,20.599999999999998,25.8,30.0
12,20023,210,9,end,20.599999999999998,25.8,30.0
12,20032,207,10,start,20.599999999999998,25.8,30.0
12,26038,207,10,end,20.599999999999998,25.8,30.0
13,37,281,1,start,20.599999999999998,25.8,30.0
13,417,281,1,end,20.599999999999998,25.8,30.0
13,426,257,4,start,20.599999999999998,25.8,30.0
13,2681,257,4,end,20.599999999999998,25.8,30.0
13,2689,254,7,start,20.599999999999998,25.8,30.0
13,6819,254,7,end,20.599999999999998,25.8,30.0
13,6831,259,10,start,20.599999999999998,25.8,30.0
13,12836,259,10,end,20.599999999999998,25.8,30.0
13,12846,264,3,start,20.599999999999998,25.8,30.0
13,14351,264,3,end,20.599999999999998,26.7,30.0
13,14363,289,3,start,20.599999999999998,26.7,30.0
13,15875,289,3,end,20.599999999999998,27.599999999999998,30.0
13,15875,275,4,start,20.599999999999998,27.599999999999998,30.0
13,18147,275,4,end,21.799999999999997,28.799999999999997,30.0
13,18153,261,8,start,21.799999999999997,28.799999999999997,30.0
13,22668,261,8,end,21.799999999999997,30.0,30.0
13,22668,271,10,start,21.799999999999997,30.0,30.0
13,28677,271,10,end,24.799999999999997,30.0,30.0
14,16,300,9,start,24.799999999999997,30.0,30.0
14,5281,300,9,end,24.799999999999997,30.0,30.0
