sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,0.9094790777113578,71,78,2
2,0.958526838751485,71,74,6
3,1.9419460343417823,76,39,41
4,2.434746612052813,149,61,19
5,2.4302476294426634,190,78,2
6,2.4615650371394024,190,77,3
7,2.8165708250205372,192,68,12
8,3.059048046699596,218,71,9
9,3.1578947368421053,244,77,3
10,3.4599612712154,243,70,10
11,3.5049119934506754,274,78,2
12,3.4544782140935983,274,79,1
13,2.546751968503937,69,27,53
