sep=,
ModelTime, BackEnd, FrontEnd, Design
0,2.45,11.0,22.45
20,2.45,11.0,23.65
40,2.45,11.0,23.65
60,2.45,11.0,23.65
80,2.45,11.6,23.799999999999997
100,3.35,12.5,23.799999999999997
120,3.35,12.5,23.799999999999997
140,3.35,12.5,23.799999999999997
160,4.1,12.5,25.15
180,5.0,13.4,26.049999999999997
200,5.0,13.4,26.049999999999997
220,5.0,13.4,26.049999999999997
240,5.0,14.450000000000001,26.049999999999997
260,5.0,15.350000000000001,26.949999999999996
280,5.0,16.85,26.949999999999996
300,5.0,16.85,26.949999999999996
320,5.0,17.750000000000004,27.249999999999996
340,5.0,18.650000000000002,27.249999999999996
360,5.0,20.000000000000004,27.249999999999996
380,5.0,20.000000000000004,27.249999999999996
400,5.0,21.650000000000002,27.849999999999998
420,5.0,22.55,28.749999999999996
440,5.0,24.05,28.749999999999996
460,6.5,25.55,30.0
480,6.5,25.55,30.0
500,6.5,26.45,30.0
520,6.5,27.8,30.0
540,6.5,29.3,30.0
560,6.5,30.0,30.0
580,6.5,30.0,30.0
600,6.5,30.0,30.0
620,8.450000000000001,30.0,30.0
640,8.450000000000001,30.0,30.0
660,8.450000000000001,30.0,30.0
680,8.450000000000001,30.0,30.0
700,9.800000000000002,30.0,30.0
720,9.800000000000002,30.0,30.0
740,9.800000000000002,30.0,30.0
760,9.800000000000002,30.0,30.0
780,9.800000000000002,30.0,30.0
800,9.800000000000002,30.0,30.0
820,9.800000000000002,30.0,30.0
840,9.800000000000002,30.0,30.0
860,9.800000000000002,30.0,30.0
880,9.800000000000002,30.0,30.0
900,9.800000000000002,30.0,30.0
920,9.800000000000002,30.0,30.0
940,9.800000000000002,30.0,30.0
960,9.800000000000002,30.0,30.0
980,9.800000000000002,30.0,30.0
1000,9.800000000000002,30.0,30.0
1020,9.800000000000002,30.0,30.0
1040,9.800000000000002,30.0,30.0
1060,9.800000000000002,30.0,30.0
1080,9.800000000000002,30.0,30.0
1100,9.800000000000002,30.0,30.0
1120,9.800000000000002,30.0,30.0
1140,9.800000000000002,30.0,30.0
1160,9.800000000000002,30.0,30.0
1180,9.800000000000002,30.0,30.0
1200,9.800000000000002,30.0,30.0
1220,9.800000000000002,30.0,30.0
1240,9.800000000000002,30.0,30.0
1260,9.800000000000002,30.0,30.0
1280,9.800000000000002,30.0,30.0
1300,9.800000000000002,30.0,30.0
1320,9.800000000000002,30.0,30.0
1340,9.800000000000002,30.0,30.0
1360,9.800000000000002,30.0,30.0
1380,9.800000000000002,30.0,30.0
1400,9.800000000000002,30.0,30.0
1420,9.800000000000002,30.0,30.0
1440,9.800000000000002,30.0,30.0
1460,9.800000000000002,30.0,30.0
1480,9.800000000000002,30.0,30.0
1500,9.800000000000002,30.0,30.0
1520,9.800000000000002,30.0,30.0
1540,9.800000000000002,30.0,30.0
1560,9.800000000000002,30.0,30.0
1580,9.800000000000002,30.0,30.0
1600,9.800000000000002,30.0,30.0
1620,9.800000000000002,30.0,30.0
1640,9.800000000000002,30.0,30.0
1660,9.800000000000002,30.0,30.0
1680,9.800000000000002,30.0,30.0
1700,9.800000000000002,30.0,30.0
1720,9.800000000000002,30.0,30.0
1740,9.800000000000002,30.0,30.0
1760,9.800000000000002,30.0,30.0
1780,9.800000000000002,30.0,30.0
1800,9.800000000000002,30.0,30.0
1820,9.800000000000002,30.0,30.0
1840,9.800000000000002,30.0,30.0
1860,9.800000000000002,30.0,30.0
1880,9.800000000000002,30.0,30.0
1900,9.800000000000002,30.0,30.0
1920,9.800000000000002,30.0,30.0
1940,9.800000000000002,30.0,30.0
1960,9.800000000000002,30.0,30.0
1980,9.800000000000002,30.0,30.0
2000,9.800000000000002,30.0,30.0
