sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,8,0,367,8,PICKED,picked for inspection
1,8,0,367,8,ACCEPTED,accepted for execution
1,24014,64,66,10,PICKED,picked for inspection
1,24014,64,66,10,REJECTED,Weiwei cannot finish task within the remaining time
1,24014,64,362,10,PICKED,picked for inspection
1,24014,64,362,10,REJECTED,Weiwei cannot finish task within the remaining time
1,24014,64,88,5,PICKED,picked for inspection
1,24014,64,88,5,REJECTED,Weiwei cannot finish task within the remaining time
1,24014,64,66,10,PICKED,no other tasks could be accepted-trying to break this task
1,24014,64,66,2,ACCEPTED,broke task into smaller parts-accepted for execution
1,24014,64,66,2,ACCEPTED,accepted for execution
1,30017,80,66,6,PICKED,picked for inspection
1,30017,80,66,6,REJECTED,Weiwei cannot finish task within the remaining time
1,30017,80,362,10,PICKED,picked for inspection
1,30017,80,362,10,REJECTED,Weiwei cannot finish task within the remaining time
1,30017,80,88,5,PICKED,picked for inspection
1,30017,80,88,5,REJECTED,Weiwei cannot finish task within the remaining time
1,30017,80,66,6,PICKED,no other tasks could be accepted-trying to break this task
1,30017,80,66,6,REJECTED,could not break this task-Weiwei finished for this sprint
2,0,80,349,6,PICKED,picked for inspection
2,0,80,349,6,ACCEPTED,accepted for execution
2,18001,128,86,5,PICKED,picked for inspection
2,18001,128,86,5,REJECTED,Weiwei cannot finish task within the remaining time
2,18001,128,86,5,PICKED,no other tasks could be accepted-trying to break this task
2,18001,128,86,5,REJECTED,could not break this task-Weiwei finished for this sprint
3,0,160,308,10,PICKED,picked for inspection
3,0,160,308,10,ACCEPTED,accepted for execution
4,13,240,286,5,PICKED,picked for inspection
4,13,240,286,5,ACCEPTED,accepted for execution
4,15016,280,47,10,PICKED,picked for inspection
4,15016,280,47,10,REJECTED,Weiwei cannot finish task within the remaining time
4,15016,280,333,6,PICKED,picked for inspection
4,15016,280,333,6,REJECTED,Weiwei cannot finish task within the remaining time
4,15016,280,47,10,PICKED,no other tasks could be accepted-trying to break this task
4,15016,280,47,10,REJECTED,could not break this task-Weiwei finished for this sprint
5,4,320,333,6,PICKED,picked for inspection
5,4,320,333,6,ACCEPTED,accepted for execution
6,16,400,185,3,PICKED,picked for inspection
6,16,400,185,3,ACCEPTED,accepted for execution
7,10,480,274,4,PICKED,picked for inspection
7,10,480,274,4,ACCEPTED,accepted for execution
8,4,560,340,10,PICKED,picked for inspection
8,4,560,340,10,ACCEPTED,accepted for execution
9,0,640,96,7,PICKED,picked for inspection
9,0,640,96,7,ACCEPTED,accepted for execution
10,12,720,134,3,PICKED,picked for inspection
10,12,720,134,3,ACCEPTED,accepted for execution
11,1,800,115,10,PICKED,picked for inspection
11,1,800,115,10,ACCEPTED,accepted for execution
12,2,880,153,4,PICKED,picked for inspection
12,2,880,153,4,ACCEPTED,accepted for execution
12,3752,890,14,8,PICKED,picked for inspection
12,3752,890,14,8,ACCEPTED,accepted for execution
12,11630,911,332,5,PICKED,picked for inspection
12,11630,911,332,5,ACCEPTED,accepted for execution
13,0,960,138,3,PICKED,picked for inspection
13,0,960,138,3,ACCEPTED,accepted for execution
13,3010,968,298,2,PICKED,picked for inspection
13,3010,968,298,2,ACCEPTED,accepted for execution
13,4889,973,272,9,PICKED,picked for inspection
13,4889,973,272,9,ACCEPTED,accepted for execution
13,13892,997,164,3,PICKED,picked for inspection
13,13892,997,164,3,ACCEPTED,accepted for execution
13,16895,1005,315,3,PICKED,picked for inspection
13,16895,1005,315,3,ACCEPTED,accepted for execution
14,0,1040,291,4,PICKED,picked for inspection
14,0,1040,291,4,ACCEPTED,accepted for execution
14,3761,1050,293,5,PICKED,picked for inspection
14,3761,1050,293,5,ACCEPTED,accepted for execution
14,8641,1063,343,9,PICKED,picked for inspection
14,8641,1063,343,9,ACCEPTED,accepted for execution
14,17643,1087,201,5,PICKED,picked for inspection
14,17643,1087,201,5,ACCEPTED,accepted for execution
14,22520,1100,266,7,PICKED,picked for inspection
14,22520,1100,266,7,ACCEPTED,accepted for execution
15,20,1120,204,1,PICKED,picked for inspection
15,20,1120,204,1,ACCEPTED,accepted for execution
15,774,1122,48,1,PICKED,picked for inspection
15,774,1122,48,1,ACCEPTED,accepted for execution
15,1526,1124,188,7,PICKED,picked for inspection
15,1526,1124,188,7,ACCEPTED,accepted for execution
15,8280,1142,168,6,PICKED,picked for inspection
15,8280,1142,168,6,ACCEPTED,accepted for execution
15,14283,1158,181,8,PICKED,picked for inspection
15,14283,1158,181,8,ACCEPTED,accepted for execution
15,22161,1179,102,9,PICKED,picked for inspection
15,22161,1179,102,9,REJECTED,Weiwei cannot finish task within the remaining time
15,22161,1179,348,6,PICKED,picked for inspection
15,22161,1179,348,6,ACCEPTED,accepted for execution
15,22161,1179,348,6,ACCEPTED,accepted for execution
16,0,1200,377,5,PICKED,picked for inspection
16,0,1200,377,5,ACCEPTED,accepted for execution
16,4889,1213,22,3,PICKED,picked for inspection
16,4889,1213,22,3,ACCEPTED,accepted for execution
16,7892,1221,370,6,PICKED,picked for inspection
16,7892,1221,370,6,ACCEPTED,accepted for execution
16,13898,1237,319,5,PICKED,picked for inspection
16,13898,1237,319,5,ACCEPTED,accepted for execution
16,18777,1250,27,4,PICKED,picked for inspection
16,18777,1250,27,4,ACCEPTED,accepted for execution
17,19,1280,176,10,PICKED,picked for inspection
17,19,1280,176,10,ACCEPTED,accepted for execution
17,7521,1300,93,3,PICKED,picked for inspection
17,7521,1300,93,3,ACCEPTED,accepted for execution
17,9775,1306,369,6,PICKED,picked for inspection
17,9775,1306,369,6,ACCEPTED,accepted for execution
17,13155,1315,59,1,PICKED,picked for inspection
17,13155,1315,59,1,ACCEPTED,accepted for execution
17,13535,1316,180,2,PICKED,picked for inspection
17,13535,1316,180,2,ACCEPTED,accepted for execution
17,15418,1321,7,6,PICKED,picked for inspection
17,15418,1321,7,6,ACCEPTED,accepted for execution
18,44,1360,150,1,PICKED,picked for inspection
18,44,1360,150,1,ACCEPTED,accepted for execution
18,803,1362,396,8,PICKED,picked for inspection
18,803,1362,396,8,ACCEPTED,accepted for execution
18,6806,1378,98,6,PICKED,picked for inspection
18,6806,1378,98,6,ACCEPTED,accepted for execution
18,11310,1390,103,5,PICKED,picked for inspection
18,11310,1390,103,5,ACCEPTED,accepted for execution
18,14313,1398,119,5,PICKED,picked for inspection
18,14313,1398,119,5,ACCEPTED,accepted for execution
18,17317,1406,257,9,PICKED,picked for inspection
18,17317,1406,257,9,ACCEPTED,accepted for execution
19,20,1440,106,4,PICKED,picked for inspection
19,20,1440,106,4,ACCEPTED,accepted for execution
19,2647,1447,126,2,PICKED,picked for inspection
19,2647,1447,126,2,ACCEPTED,accepted for execution
19,3774,1450,172,10,PICKED,picked for inspection
19,3774,1450,172,10,ACCEPTED,accepted for execution
19,9779,1466,170,4,PICKED,picked for inspection
19,9779,1466,170,4,ACCEPTED,accepted for execution
19,12783,1474,240,2,PICKED,picked for inspection
19,12783,1474,240,2,ACCEPTED,accepted for execution
19,14286,1478,41,6,PICKED,picked for inspection
19,14286,1478,41,6,ACCEPTED,accepted for execution
19,17665,1487,285,1,PICKED,picked for inspection
19,17665,1487,285,1,ACCEPTED,accepted for execution
20,38,1520,242,7,PICKED,picked for inspection
20,38,1520,242,7,ACCEPTED,accepted for execution
20,4173,1531,371,1,PICKED,picked for inspection
20,4173,1531,371,1,ACCEPTED,accepted for execution
20,4932,1533,84,6,PICKED,picked for inspection
20,4932,1533,84,6,ACCEPTED,accepted for execution
20,9436,1545,336,3,PICKED,picked for inspection
20,9436,1545,336,3,ACCEPTED,accepted for execution
20,10940,1549,295,7,PICKED,picked for inspection
20,10940,1549,295,7,ACCEPTED,accepted for execution
20,15069,1560,158,10,PICKED,picked for inspection
20,15069,1560,158,10,ACCEPTED,accepted for execution
20,21074,1576,87,9,PICKED,picked for inspection
20,21074,1576,87,9,ACCEPTED,accepted for execution
21,19,1600,166,7,PICKED,picked for inspection
21,19,1600,166,7,ACCEPTED,accepted for execution
