sep=,
ModelTime, BackEnd, FrontEnd, Design
0,2.0,24.9,7.0
20,2.0,24.9,8.05
40,2.0,24.9,8.05
60,2.0,24.9,8.05
80,2.0,25.95,8.05
100,2.0,26.849999999999998,8.950000000000001
120,2.0,26.849999999999998,10.450000000000001
140,2.0,26.849999999999998,10.450000000000001
160,2.0,27.749999999999996,11.65
180,2.75,28.499999999999996,11.65
200,2.75,28.499999999999996,13.15
220,2.75,29.099999999999998,13.75
240,3.05,29.549999999999997,14.350000000000001
260,3.05,30.0,14.350000000000001
280,3.05,30.0,14.350000000000001
300,3.65,30.0,16.3
320,3.65,30.0,16.3
340,3.65,30.0,17.2
360,4.55,30.0,18.099999999999998
380,6.199999999999999,30.0,19.75
400,6.199999999999999,30.0,19.75
420,6.199999999999999,30.0,19.75
440,6.199999999999999,30.0,19.75
460,6.199999999999999,30.0,19.75
480,6.199999999999999,30.0,20.65
500,6.199999999999999,30.0,22.9
520,6.199999999999999,30.0,24.25
540,6.199999999999999,30.0,25.75
560,6.199999999999999,30.0,25.75
580,6.199999999999999,30.0,27.25
600,6.199999999999999,30.0,27.25
620,6.199999999999999,30.0,27.25
640,6.199999999999999,30.0,27.25
660,6.199999999999999,30.0,28.6
680,6.199999999999999,30.0,30.0
700,6.199999999999999,30.0,30.0
720,6.199999999999999,30.0,30.0
740,6.199999999999999,30.0,30.0
760,7.849999999999999,30.0,30.0
780,7.849999999999999,30.0,30.0
800,7.849999999999999,30.0,30.0
820,7.849999999999999,30.0,30.0
840,7.849999999999999,30.0,30.0
860,9.2,30.0,30.0
880,9.2,30.0,30.0
900,9.2,30.0,30.0
920,9.2,30.0,30.0
940,10.549999999999999,30.0,30.0
960,10.549999999999999,30.0,30.0
980,10.549999999999999,30.0,30.0
1000,10.549999999999999,30.0,30.0
1020,10.549999999999999,30.0,30.0
1040,10.549999999999999,30.0,30.0
1060,10.549999999999999,30.0,30.0
1080,10.549999999999999,30.0,30.0
1100,10.549999999999999,30.0,30.0
1120,12.049999999999999,30.0,30.0
1140,12.049999999999999,30.0,30.0
1160,12.049999999999999,30.0,30.0
1180,12.049999999999999,30.0,30.0
1200,12.049999999999999,30.0,30.0
1220,12.049999999999999,30.0,30.0
1240,12.049999999999999,30.0,30.0
1260,12.049999999999999,30.0,30.0
1280,12.049999999999999,30.0,30.0
1300,12.049999999999999,30.0,30.0
1320,12.049999999999999,30.0,30.0
1340,12.049999999999999,30.0,30.0
1360,12.049999999999999,30.0,30.0
1380,12.049999999999999,30.0,30.0
1400,12.049999999999999,30.0,30.0
1420,12.049999999999999,30.0,30.0
1440,12.049999999999999,30.0,30.0
1460,12.049999999999999,30.0,30.0
1480,12.049999999999999,30.0,30.0
1500,12.049999999999999,30.0,30.0
1520,12.049999999999999,30.0,30.0
1540,12.049999999999999,30.0,30.0
1560,12.049999999999999,30.0,30.0
1580,12.049999999999999,30.0,30.0
1600,12.049999999999999,30.0,30.0
1620,12.049999999999999,30.0,30.0
1640,12.049999999999999,30.0,30.0
1660,12.049999999999999,30.0,30.0
1680,12.049999999999999,30.0,30.0
1700,12.049999999999999,30.0,30.0
1720,12.049999999999999,30.0,30.0
1740,12.049999999999999,30.0,30.0
1760,12.049999999999999,30.0,30.0
1780,12.049999999999999,30.0,30.0
1800,12.049999999999999,30.0,30.0
1820,12.049999999999999,30.0,30.0
1840,12.049999999999999,30.0,30.0
1860,12.049999999999999,30.0,30.0
1880,12.049999999999999,30.0,30.0
1900,12.049999999999999,30.0,30.0
1920,12.049999999999999,30.0,30.0
1940,12.049999999999999,30.0,30.0
1960,12.049999999999999,30.0,30.0
1980,12.049999999999999,30.0,30.0
2000,12.049999999999999,30.0,30.0
