sep=,
ModelTime, BackEnd, FrontEnd, Design
0,25.9,2.0,5.0
20,27.099999999999998,2.0,6.2
40,27.099999999999998,2.0,6.2
60,27.099999999999998,2.0,6.2
80,28.749999999999996,2.15,6.2
100,29.949999999999996,2.15,6.2
120,30.0,3.5,6.2
140,30.0,3.5,6.2
160,30.0,3.5,6.2
180,30.0,3.5,6.2
200,30.0,3.5,7.55
220,30.0,4.85,8.9
240,30.0,4.85,8.9
260,30.0,4.85,8.9
280,30.0,4.85,8.9
300,30.0,4.85,8.9
320,30.0,4.85,8.9
340,30.0,5.75,10.1
360,30.0,6.65,11.0
380,30.0,7.25,13.1
400,30.0,7.25,13.1
420,30.0,7.25,13.1
440,30.0,7.25,13.1
460,30.0,7.25,13.1
480,30.0,7.25,13.1
500,30.0,7.25,13.1
520,30.0,7.25,13.1
540,30.0,7.25,13.1
560,30.0,7.7,13.549999999999999
580,30.0,8.45,13.549999999999999
600,30.0,8.45,13.549999999999999
620,30.0,8.45,13.549999999999999
640,30.0,8.45,13.549999999999999
660,30.0,8.45,14.45
680,30.0,8.45,15.649999999999999
700,30.0,8.45,15.649999999999999
720,30.0,8.45,15.649999999999999
740,30.0,8.45,16.25
760,30.0,9.2,16.25
780,30.0,10.549999999999999,16.25
800,30.0,10.549999999999999,16.25
820,30.0,10.549999999999999,16.25
840,30.0,11.899999999999999,16.7
860,30.0,11.899999999999999,18.2
880,30.0,12.2,18.2
900,30.0,13.849999999999998,18.8
920,30.0,14.599999999999998,19.55
940,30.0,16.099999999999998,19.55
960,30.0,16.099999999999998,19.55
980,30.0,16.099999999999998,19.55
1000,30.0,16.099999999999998,19.55
1020,30.0,16.099999999999998,19.55
1040,30.0,16.099999999999998,19.55
1060,30.0,16.099999999999998,19.55
1080,30.0,16.099999999999998,19.55
1100,30.0,16.099999999999998,19.55
1120,30.0,16.549999999999997,20.0
1140,30.0,16.549999999999997,20.0
1160,30.0,16.549999999999997,20.0
1180,30.0,16.549999999999997,20.0
1200,30.0,16.549999999999997,20.0
1220,30.0,16.549999999999997,20.0
1240,30.0,16.549999999999997,20.0
1260,30.0,16.549999999999997,20.0
1280,30.0,16.549999999999997,20.0
1300,30.0,16.549999999999997,20.0
1320,30.0,16.549999999999997,20.0
1340,30.0,16.549999999999997,20.0
1360,30.0,16.549999999999997,20.0
1380,30.0,16.549999999999997,20.0
1400,30.0,16.549999999999997,20.0
1420,30.0,16.549999999999997,20.0
1440,30.0,16.549999999999997,20.0
1460,30.0,16.549999999999997,20.0
1480,30.0,16.549999999999997,20.0
1500,30.0,16.549999999999997,20.0
1520,30.0,16.549999999999997,20.0
1540,30.0,16.549999999999997,20.0
1560,30.0,16.549999999999997,20.0
1580,30.0,16.549999999999997,20.0
1600,30.0,16.549999999999997,20.0
1620,30.0,16.549999999999997,20.0
1640,30.0,16.549999999999997,20.0
1660,30.0,16.549999999999997,20.0
1680,30.0,16.549999999999997,20.0
1700,30.0,16.549999999999997,20.0
1720,30.0,16.549999999999997,20.0
1740,30.0,16.549999999999997,20.0
1760,30.0,16.549999999999997,20.0
1780,30.0,16.549999999999997,20.0
1800,30.0,16.549999999999997,20.0
1820,30.0,16.549999999999997,20.0
1840,30.0,16.549999999999997,20.0
1860,30.0,16.549999999999997,20.0
1880,30.0,16.549999999999997,20.0
1900,30.0,16.549999999999997,20.0
1920,30.0,16.549999999999997,20.0
1940,30.0,16.549999999999997,20.0
1960,30.0,16.549999999999997,20.0
1980,30.0,16.549999999999997,20.0
2000,30.0,16.549999999999997,20.0
