sep=,
ModelTime, BackEnd, FrontEnd, Design
0,2.0,25.0,8.9
20,2.0,25.0,8.9
40,3.5,26.5,8.9
60,3.5,26.5,8.9
80,3.95,27.25,8.9
100,5.0,28.3,9.950000000000001
120,6.35,29.650000000000002,9.950000000000001
140,6.35,29.650000000000002,9.950000000000001
160,6.35,30.0,10.100000000000001
180,7.3999999999999995,30.0,10.100000000000001
200,8.75,30.0,10.100000000000001
220,10.1,30.0,11.450000000000001
240,10.1,30.0,11.450000000000001
260,11.45,30.0,12.05
280,12.95,30.0,12.05
300,12.95,30.0,12.05
320,12.95,30.0,12.05
340,12.95,30.0,12.05
360,14.9,30.0,13.100000000000001
380,16.4,30.0,14.600000000000001
400,16.4,30.0,14.600000000000001
420,17.15,30.0,15.200000000000001
440,18.2,30.0,15.200000000000001
460,18.2,30.0,16.700000000000003
480,18.65,30.0,16.85
500,19.099999999999998,30.0,17.450000000000003
520,20.15,30.0,18.35
540,21.2,30.0,19.400000000000002
560,21.2,30.0,19.400000000000002
580,22.7,30.0,19.700000000000003
600,23.15,30.0,21.500000000000004
620,24.5,30.0,22.700000000000006
640,24.5,30.0,22.700000000000006
660,24.5,30.0,22.700000000000006
680,24.5,30.0,22.700000000000006
700,24.5,30.0,22.700000000000006
720,24.5,30.0,22.700000000000006
740,26.0,30.0,22.700000000000006
760,26.0,30.0,22.700000000000006
780,26.0,30.0,22.700000000000006
800,26.299999999999997,30.0,23.000000000000004
820,27.5,30.0,24.800000000000004
840,28.55,30.0,25.850000000000005
860,29.900000000000002,30.0,27.200000000000006
880,29.900000000000002,30.0,27.200000000000006
900,30.0,30.0,27.200000000000006
920,30.0,30.0,27.200000000000006
940,30.0,30.0,27.200000000000006
960,30.0,30.0,27.200000000000006
980,30.0,30.0,27.200000000000006
1000,30.0,30.0,27.200000000000006
1020,30.0,30.0,27.800000000000008
1040,30.0,30.0,27.800000000000008
1060,30.0,30.0,27.800000000000008
1080,30.0,30.0,27.800000000000008
1100,30.0,30.0,27.800000000000008
1120,30.0,30.0,27.800000000000008
1140,30.0,30.0,27.800000000000008
1160,30.0,30.0,27.800000000000008
1180,30.0,30.0,27.800000000000008
1200,30.0,30.0,27.800000000000008
1220,30.0,30.0,27.800000000000008
1240,30.0,30.0,27.800000000000008
1260,30.0,30.0,27.800000000000008
1280,30.0,30.0,27.800000000000008
1300,30.0,30.0,27.800000000000008
1320,30.0,30.0,27.800000000000008
1340,30.0,30.0,27.800000000000008
1360,30.0,30.0,27.800000000000008
1380,30.0,30.0,27.800000000000008
1400,30.0,30.0,27.800000000000008
1420,30.0,30.0,27.800000000000008
1440,30.0,30.0,27.800000000000008
1460,30.0,30.0,27.800000000000008
1480,30.0,30.0,27.800000000000008
1500,30.0,30.0,27.800000000000008
1520,30.0,30.0,27.800000000000008
1540,30.0,30.0,27.800000000000008
1560,30.0,30.0,27.800000000000008
1580,30.0,30.0,27.800000000000008
1600,30.0,30.0,27.800000000000008
1620,30.0,30.0,27.800000000000008
1640,30.0,30.0,27.800000000000008
1660,30.0,30.0,27.800000000000008
1680,30.0,30.0,27.800000000000008
1700,30.0,30.0,27.800000000000008
1720,30.0,30.0,27.800000000000008
1740,30.0,30.0,27.800000000000008
1760,30.0,30.0,27.800000000000008
1780,30.0,30.0,27.800000000000008
1800,30.0,30.0,27.800000000000008
1820,30.0,30.0,27.800000000000008
1840,30.0,30.0,27.800000000000008
1860,30.0,30.0,27.800000000000008
1880,30.0,30.0,27.800000000000008
1900,30.0,30.0,27.800000000000008
1920,30.0,30.0,27.800000000000008
1940,30.0,30.0,27.800000000000008
1960,30.0,30.0,27.800000000000008
1980,30.0,30.0,27.800000000000008
2000,30.0,30.0,27.800000000000008
