sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,7,0,371,1,PICKED,picked for inspection
1,7,0,371,1,ACCEPTED,accepted for execution
1,3009,8,13,1,PICKED,picked for inspection
1,3009,8,13,1,ACCEPTED,accepted for execution
1,6013,16,349,6,PICKED,picked for inspection
1,6013,16,349,6,ACCEPTED,accepted for execution
1,24018,64,396,8,PICKED,picked for inspection
1,24018,64,396,8,REJECTED,Mohan cannot finish task within the remaining time
1,24018,64,119,5,PICKED,picked for inspection
1,24018,64,119,5,REJECTED,Mohan cannot finish task within the remaining time
1,24018,64,203,6,PICKED,picked for inspection
1,24018,64,203,6,REJECTED,Mohan cannot finish task within the remaining time
1,24018,64,396,8,PICKED,no other tasks could be accepted-trying to break this task
1,24018,64,396,8,REJECTED,could not break this task-Mohan finished for this sprint
2,3,80,197,2,PICKED,picked for inspection
2,3,80,197,2,ACCEPTED,accepted for execution
2,6008,96,147,8,PICKED,picked for inspection
2,6008,96,147,8,ACCEPTED,accepted for execution
3,12,160,334,10,PICKED,picked for inspection
3,12,160,334,10,ACCEPTED,accepted for execution
4,8,240,53,3,PICKED,picked for inspection
4,8,240,53,3,ACCEPTED,accepted for execution
4,9010,264,398,7,PICKED,picked for inspection
4,9010,264,398,7,ACCEPTED,accepted for execution
5,16,320,333,6,PICKED,picked for inspection
5,16,320,333,6,ACCEPTED,accepted for execution
6,20,400,297,8,PICKED,picked for inspection
6,20,400,297,8,ACCEPTED,accepted for execution
7,19,480,171,6,PICKED,picked for inspection
7,19,480,171,6,ACCEPTED,accepted for execution
8,20,560,146,6,PICKED,picked for inspection
8,20,560,146,6,ACCEPTED,accepted for execution
8,18024,608,340,10,PICKED,picked for inspection
8,18024,608,340,10,ACCEPTED,accepted for execution
9,16,640,378,8,PICKED,picked for inspection
9,16,640,378,8,ACCEPTED,accepted for execution
10,27,720,194,5,PICKED,picked for inspection
10,27,720,194,5,ACCEPTED,accepted for execution
10,4909,733,141,8,PICKED,picked for inspection
10,4909,733,141,8,ACCEPTED,accepted for execution
10,12788,754,338,5,PICKED,picked for inspection
10,12788,754,338,5,ACCEPTED,accepted for execution
10,17668,767,383,6,PICKED,picked for inspection
10,17668,767,383,6,ACCEPTED,accepted for execution
11,6,800,314,1,PICKED,picked for inspection
11,6,800,314,1,ACCEPTED,accepted for execution
11,1136,803,283,2,PICKED,picked for inspection
11,1136,803,283,2,ACCEPTED,accepted for execution
11,3015,808,335,1,PICKED,picked for inspection
11,3015,808,335,1,ACCEPTED,accepted for execution
11,3770,810,137,4,PICKED,picked for inspection
11,3770,810,137,4,ACCEPTED,accepted for execution
11,7523,820,61,9,PICKED,picked for inspection
11,7523,820,61,9,ACCEPTED,accepted for execution
11,21029,856,47,10,PICKED,picked for inspection
11,21029,856,47,10,REJECTED,Mohan cannot finish task within the remaining time
11,21029,856,47,10,PICKED,no other tasks could be accepted-trying to break this task
11,21029,856,47,10,REJECTED,could not break this task-Mohan finished for this sprint
12,46,880,112,6,PICKED,picked for inspection
12,46,880,112,6,ACCEPTED,accepted for execution
12,6061,896,192,6,PICKED,picked for inspection
12,6061,896,192,6,ACCEPTED,accepted for execution
12,12071,912,306,2,PICKED,picked for inspection
12,12071,912,306,2,ACCEPTED,accepted for execution
12,13950,917,47,3,PICKED,picked for inspection
12,13950,917,47,3,ACCEPTED,accepted for execution
12,16956,925,373,5,PICKED,picked for inspection
12,16956,925,373,5,ACCEPTED,accepted for execution
13,0,960,126,2,PICKED,picked for inspection
13,0,960,126,2,ACCEPTED,accepted for execution
13,1880,965,68,7,PICKED,picked for inspection
13,1880,965,68,7,ACCEPTED,accepted for execution
13,8634,983,177,5,PICKED,picked for inspection
13,8634,983,177,5,ACCEPTED,accepted for execution
13,13514,996,201,5,PICKED,picked for inspection
13,13514,996,201,5,ACCEPTED,accepted for execution
13,18393,1009,173,3,PICKED,picked for inspection
13,18393,1009,173,3,ACCEPTED,accepted for execution
14,30,1040,138,3,PICKED,picked for inspection
14,30,1040,138,3,ACCEPTED,accepted for execution
14,3040,1048,213,4,PICKED,picked for inspection
14,3040,1048,213,4,ACCEPTED,accepted for execution
14,6794,1058,48,1,PICKED,picked for inspection
14,6794,1058,48,1,ACCEPTED,accepted for execution
14,7548,1060,74,7,PICKED,picked for inspection
14,7548,1060,74,7,ACCEPTED,accepted for execution
14,14302,1078,324,1,PICKED,picked for inspection
14,14302,1078,324,1,ACCEPTED,accepted for execution
14,15058,1080,90,4,PICKED,picked for inspection
14,15058,1080,90,4,ACCEPTED,accepted for execution
14,18813,1090,77,7,PICKED,picked for inspection
14,18813,1090,77,7,ACCEPTED,accepted for execution
15,10,1120,189,6,PICKED,picked for inspection
15,10,1120,189,6,ACCEPTED,accepted for execution
15,6019,1136,271,5,PICKED,picked for inspection
15,6019,1136,271,5,ACCEPTED,accepted for execution
15,9773,1146,3,7,PICKED,picked for inspection
15,9773,1146,3,7,ACCEPTED,accepted for execution
15,13904,1157,260,3,PICKED,picked for inspection
15,13904,1157,260,3,ACCEPTED,accepted for execution
15,15408,1161,65,4,PICKED,picked for inspection
15,15408,1161,65,4,ACCEPTED,accepted for execution
15,17664,1167,32,4,PICKED,picked for inspection
15,17664,1167,32,4,ACCEPTED,accepted for execution
15,19921,1173,95,2,PICKED,picked for inspection
15,19921,1173,95,2,ACCEPTED,accepted for execution
16,0,1200,290,9,PICKED,picked for inspection
16,0,1200,290,9,ACCEPTED,accepted for execution
16,7128,1219,150,1,PICKED,picked for inspection
16,7128,1219,150,1,ACCEPTED,accepted for execution
