sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,11,0,237,3,PICKED,picked for inspection
1,11,0,237,3,ACCEPTED,accepted for execution
1,9019,24,249,2,PICKED,picked for inspection
1,9019,24,249,2,ACCEPTED,accepted for execution
2,15,80,265,6,PICKED,picked for inspection
2,15,80,265,6,ACCEPTED,accepted for execution
2,3413,89,303,10,PICKED,picked for inspection
2,3413,89,303,10,ACCEPTED,accepted for execution
3,3,160,254,2,PICKED,picked for inspection
3,3,160,254,2,ACCEPTED,accepted for execution
3,1503,164,28,6,PICKED,picked for inspection
3,1503,164,28,6,ACCEPTED,accepted for execution
3,7519,180,157,8,PICKED,picked for inspection
3,7519,180,157,8,ACCEPTED,accepted for execution
4,0,240,48,1,PICKED,picked for inspection
4,0,240,48,1,ACCEPTED,accepted for execution
4,751,242,53,3,PICKED,picked for inspection
4,751,242,53,3,ACCEPTED,accepted for execution
4,3751,250,323,4,PICKED,picked for inspection
4,3751,250,323,4,ACCEPTED,accepted for execution
4,6763,258,64,5,PICKED,picked for inspection
4,6763,258,64,5,ACCEPTED,accepted for execution
4,11653,271,192,6,PICKED,picked for inspection
4,11653,271,192,6,ACCEPTED,accepted for execution
4,17673,287,393,10,PICKED,picked for inspection
4,17673,287,393,10,ACCEPTED,accepted for execution
5,10,320,400,1,PICKED,picked for inspection
5,10,320,400,1,ACCEPTED,accepted for execution
5,771,322,306,2,PICKED,picked for inspection
5,771,322,306,2,ACCEPTED,accepted for execution
5,2654,327,79,2,PICKED,picked for inspection
5,2654,327,79,2,ACCEPTED,accepted for execution
5,4158,331,329,4,PICKED,picked for inspection
5,4158,331,329,4,ACCEPTED,accepted for execution
5,7162,339,312,4,PICKED,picked for inspection
5,7162,339,312,4,ACCEPTED,accepted for execution
5,10168,347,55,7,PICKED,picked for inspection
5,10168,347,55,7,ACCEPTED,accepted for execution
5,16918,365,288,10,PICKED,picked for inspection
5,16918,365,288,10,ACCEPTED,accepted for execution
6,10,400,267,1,PICKED,picked for inspection
6,10,400,267,1,ACCEPTED,accepted for execution
6,761,402,218,1,PICKED,picked for inspection
6,761,402,218,1,ACCEPTED,accepted for execution
6,1512,404,379,1,PICKED,picked for inspection
6,1512,404,379,1,ACCEPTED,accepted for execution
6,2263,406,58,1,PICKED,picked for inspection
6,2263,406,58,1,ACCEPTED,accepted for execution
6,3014,408,289,2,PICKED,picked for inspection
6,3014,408,289,2,ACCEPTED,accepted for execution
6,4890,413,36,3,PICKED,picked for inspection
6,4890,413,36,3,ACCEPTED,accepted for execution
6,7894,421,291,4,PICKED,picked for inspection
6,7894,421,291,4,ACCEPTED,accepted for execution
6,10904,429,174,7,PICKED,picked for inspection
6,10904,429,174,7,ACCEPTED,accepted for execution
6,17655,447,380,9,PICKED,picked for inspection
6,17655,447,380,9,ACCEPTED,accepted for execution
7,10,480,305,1,PICKED,picked for inspection
7,10,480,305,1,ACCEPTED,accepted for execution
7,760,482,322,1,PICKED,picked for inspection
7,760,482,322,1,ACCEPTED,accepted for execution
7,1519,484,304,8,PICKED,picked for inspection
7,1519,484,304,8,ACCEPTED,accepted for execution
7,6028,496,359,2,PICKED,picked for inspection
7,6028,496,359,2,ACCEPTED,accepted for execution
7,7531,500,213,4,PICKED,picked for inspection
7,7531,500,213,4,ACCEPTED,accepted for execution
7,10538,508,301,6,PICKED,picked for inspection
7,10538,508,301,6,ACCEPTED,accepted for execution
7,15046,520,181,8,PICKED,picked for inspection
7,15046,520,181,8,ACCEPTED,accepted for execution
7,19552,532,212,10,PICKED,picked for inspection
7,19552,532,212,10,ACCEPTED,accepted for execution
7,25557,548,47,2,PICKED,picked for inspection
7,25557,548,47,2,ACCEPTED,accepted for execution
8,39,560,51,6,PICKED,picked for inspection
8,39,560,51,6,ACCEPTED,accepted for execution
8,3424,569,398,7,PICKED,picked for inspection
8,3424,569,398,7,ACCEPTED,accepted for execution
8,7554,580,390,4,PICKED,picked for inspection
8,7554,580,390,4,ACCEPTED,accepted for execution
8,10557,588,216,6,PICKED,picked for inspection
8,10557,588,216,6,ACCEPTED,accepted for execution
8,13936,597,33,8,PICKED,picked for inspection
8,13936,597,33,8,ACCEPTED,accepted for execution
8,18442,609,86,10,PICKED,picked for inspection
8,18442,609,86,10,ACCEPTED,accepted for execution
9,0,640,54,1,PICKED,picked for inspection
9,0,640,54,1,ACCEPTED,accepted for execution
9,382,641,29,5,PICKED,picked for inspection
9,382,641,29,5,ACCEPTED,accepted for execution
9,3382,649,392,9,PICKED,picked for inspection
9,3382,649,392,9,ACCEPTED,accepted for execution
9,8633,663,177,5,PICKED,picked for inspection
9,8633,663,177,5,ACCEPTED,accepted for execution
9,11634,671,264,7,PICKED,picked for inspection
9,11634,671,264,7,ACCEPTED,accepted for execution
9,15760,682,356,10,PICKED,picked for inspection
9,15760,682,356,10,ACCEPTED,accepted for execution
10,0,720,326,2,PICKED,picked for inspection
10,0,720,326,2,ACCEPTED,accepted for execution
10,1139,723,182,3,PICKED,picked for inspection
10,1139,723,182,3,ACCEPTED,accepted for execution
10,2639,727,42,5,PICKED,picked for inspection
10,2639,727,42,5,ACCEPTED,accepted for execution
10,5652,735,246,5,PICKED,picked for inspection
10,5652,735,246,5,ACCEPTED,accepted for execution
10,8674,743,328,5,PICKED,picked for inspection
10,8674,743,328,5,ACCEPTED,accepted for execution
10,11686,751,101,6,PICKED,picked for inspection
10,11686,751,101,6,ACCEPTED,accepted for execution
10,15064,760,397,7,PICKED,picked for inspection
10,15064,760,397,7,ACCEPTED,accepted for execution
10,19195,771,16,9,PICKED,picked for inspection
10,19195,771,16,9,ACCEPTED,accepted for execution
11,34,800,13,1,PICKED,picked for inspection
11,34,800,13,1,ACCEPTED,accepted for execution
11,421,801,321,1,PICKED,picked for inspection
11,421,801,321,1,ACCEPTED,accepted for execution
11,803,802,327,1,PICKED,picked for inspection
11,803,802,327,1,ACCEPTED,accepted for execution
11,1181,803,364,2,PICKED,picked for inspection
11,1181,803,364,2,ACCEPTED,accepted for execution
11,2309,806,240,2,PICKED,picked for inspection
11,2309,806,240,2,ACCEPTED,accepted for execution
11,3438,809,337,3,PICKED,picked for inspection
11,3438,809,337,3,ACCEPTED,accepted for execution
11,4944,813,22,3,PICKED,picked for inspection
11,4944,813,22,3,ACCEPTED,accepted for execution
11,6448,817,156,5,PICKED,picked for inspection
11,6448,817,156,5,ACCEPTED,accepted for execution
11,9454,825,63,5,PICKED,picked for inspection
11,9454,825,63,5,ACCEPTED,accepted for execution
11,12457,833,98,6,PICKED,picked for inspection
11,12457,833,98,6,ACCEPTED,accepted for execution
11,15836,842,221,7,PICKED,picked for inspection
11,15836,842,221,7,ACCEPTED,accepted for execution
11,19967,853,26,9,PICKED,picked for inspection
11,19967,853,26,9,ACCEPTED,accepted for execution
12,46,880,111,4,PICKED,picked for inspection
12,46,880,111,4,ACCEPTED,accepted for execution
12,2305,886,206,4,PICKED,picked for inspection
12,2305,886,206,4,ACCEPTED,accepted for execution
12,4566,892,200,5,PICKED,picked for inspection
12,4566,892,200,5,ACCEPTED,accepted for execution
12,7578,900,227,5,PICKED,picked for inspection
12,7578,900,227,5,ACCEPTED,accepted for execution
