sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,17,0,104,7,PICKED,picked for inspection
1,17,0,104,7,ACCEPTED,accepted for execution
2,14,80,131,3,PICKED,picked for inspection
2,14,80,131,3,ACCEPTED,accepted for execution
2,1520,84,90,4,PICKED,picked for inspection
2,1520,84,90,4,ACCEPTED,accepted for execution
2,3778,90,299,8,PICKED,picked for inspection
2,3778,90,299,8,ACCEPTED,accepted for execution
3,2,160,284,10,PICKED,picked for inspection
3,2,160,284,10,ACCEPTED,accepted for execution
4,0,240,313,5,PICKED,picked for inspection
4,0,240,313,5,ACCEPTED,accepted for execution
4,4885,253,134,3,PICKED,picked for inspection
4,4885,253,134,3,ACCEPTED,accepted for execution
4,7143,259,240,2,PICKED,picked for inspection
4,7143,259,240,2,ACCEPTED,accepted for execution
4,8662,263,30,7,PICKED,picked for inspection
4,8662,263,30,7,ACCEPTED,accepted for execution
4,13919,277,288,10,PICKED,picked for inspection
4,13919,277,288,10,ACCEPTED,accepted for execution
5,0,320,252,5,PICKED,picked for inspection
5,0,320,252,5,ACCEPTED,accepted for execution
5,3758,330,217,4,PICKED,picked for inspection
5,3758,330,217,4,ACCEPTED,accepted for execution
5,7512,340,39,5,PICKED,picked for inspection
5,7512,340,39,5,ACCEPTED,accepted for execution
5,12391,353,118,9,PICKED,picked for inspection
5,12391,353,118,9,ACCEPTED,accepted for execution
5,19149,371,110,6,PICKED,picked for inspection
5,19149,371,110,6,ACCEPTED,accepted for execution
6,32,400,345,6,PICKED,picked for inspection
6,32,400,345,6,ACCEPTED,accepted for execution
6,4916,413,210,3,PICKED,picked for inspection
6,4916,413,210,3,ACCEPTED,accepted for execution
6,7931,421,167,4,PICKED,picked for inspection
6,7931,421,167,4,ACCEPTED,accepted for execution
6,10950,429,358,3,PICKED,picked for inspection
6,10950,429,358,3,ACCEPTED,accepted for execution
6,13201,435,60,10,PICKED,picked for inspection
6,13201,435,60,10,ACCEPTED,accepted for execution
7,10,480,312,4,PICKED,picked for inspection
7,10,480,312,4,ACCEPTED,accepted for execution
7,3017,488,352,1,PICKED,picked for inspection
7,3017,488,352,1,ACCEPTED,accepted for execution
7,3772,490,270,8,PICKED,picked for inspection
7,3772,490,270,8,ACCEPTED,accepted for execution
7,11651,511,371,1,PICKED,picked for inspection
7,11651,511,371,1,ACCEPTED,accepted for execution
7,12415,513,309,7,PICKED,picked for inspection
7,12415,513,309,7,ACCEPTED,accepted for execution
7,16548,524,65,4,PICKED,picked for inspection
7,16548,524,65,4,ACCEPTED,accepted for execution
7,18804,530,237,3,PICKED,picked for inspection
7,18804,530,237,3,ACCEPTED,accepted for execution
7,21810,538,275,3,PICKED,picked for inspection
7,21810,538,275,3,ACCEPTED,accepted for execution
8,8,560,9,6,PICKED,picked for inspection
8,8,560,9,6,ACCEPTED,accepted for execution
8,4138,571,256,10,PICKED,picked for inspection
8,4138,571,256,10,ACCEPTED,accepted for execution
8,11641,591,62,10,PICKED,picked for inspection
8,11641,591,62,10,ACCEPTED,accepted for execution
8,17648,607,179,4,PICKED,picked for inspection
8,17648,607,179,4,ACCEPTED,accepted for execution
8,19908,613,150,1,PICKED,picked for inspection
8,19908,613,150,1,ACCEPTED,accepted for execution
9,9,640,231,7,PICKED,picked for inspection
9,9,640,231,7,ACCEPTED,accepted for execution
9,4517,652,199,8,PICKED,picked for inspection
9,4517,652,199,8,ACCEPTED,accepted for execution
