sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,3.2186895551257253,71,22,58
2,3.6586071263304025,253,69,11
3,3.627705195970879,291,80,0
4,3.743006147682531,289,77,3
5,3.6987477277317717,293,79,1
6,3.666323035482691,294,80,0
7,3.640776699029126,292,80,0
8,3.627523677912973,287,79,1
9,3.0664395229982966,120,39,41
