sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,0.7361993810934017,59,80,0
2,0.6120103916866507,49,80,0
3,0.555000555000555,40,72,8
4,0.5122268123667377,41,80,0
5,0.47481007596961217,38,80,0
6,0.3996403237086622,32,80,0
7,0.3748001066098081,30,80,0
8,0.34974352141762705,28,80,0
9,0.3469652109548483,25,72,8
10,0.561938061938062,27,48,32
11,0.5494322533382172,44,80,0
12,0.5120221126948181,41,80,0
13,0.49957443659105205,36,72,8
14,1.3910024728932853,39,28,52
15,2.0140039150730313,107,53,27
16,1.9959058341862845,156,78,2
17,2.0346357276915206,159,78,2
18,2.28162908316538,160,70,10
19,2.391045403587444,182,76,4
20,2.631676146856763,190,72,8
21,2.9092983456930974,204,70,10
22,3.4163744104486637,226,66,14
23,3.5195472896035334,272,77,3
24,3.354989881776547,84,25,55
