sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,6,0,374,7,PICKED,picked for inspection
1,6,0,374,7,ACCEPTED,accepted for execution
1,5259,14,174,7,PICKED,picked for inspection
1,5259,14,174,7,ACCEPTED,accepted for execution
2,11,80,57,4,PICKED,picked for inspection
2,11,80,57,4,ACCEPTED,accepted for execution
2,3765,90,216,6,PICKED,picked for inspection
2,3765,90,216,6,ACCEPTED,accepted for execution
2,8270,102,241,4,PICKED,picked for inspection
2,8270,102,241,4,ACCEPTED,accepted for execution
2,12026,112,300,3,PICKED,picked for inspection
2,12026,112,300,3,ACCEPTED,accepted for execution
2,13529,116,222,10,PICKED,picked for inspection
2,13529,116,222,10,ACCEPTED,accepted for execution
2,19532,132,253,9,PICKED,picked for inspection
2,19532,132,253,9,ACCEPTED,accepted for execution
3,13,160,120,6,PICKED,picked for inspection
3,13,160,120,6,ACCEPTED,accepted for execution
3,6015,176,184,7,PICKED,picked for inspection
3,6015,176,184,7,ACCEPTED,accepted for execution
3,11269,190,323,4,PICKED,picked for inspection
3,11269,190,323,4,ACCEPTED,accepted for execution
3,14272,198,152,1,PICKED,picked for inspection
3,14272,198,152,1,ACCEPTED,accepted for execution
3,15026,200,90,4,PICKED,picked for inspection
3,15026,200,90,4,ACCEPTED,accepted for execution
3,18779,210,41,6,PICKED,picked for inspection
3,18779,210,41,6,ACCEPTED,accepted for execution
3,24781,226,205,8,PICKED,picked for inspection
3,24781,226,205,8,ACCEPTED,accepted for execution
4,1,240,67,2,PICKED,picked for inspection
4,1,240,67,2,ACCEPTED,accepted for execution
4,1886,245,356,10,PICKED,picked for inspection
4,1886,245,356,10,ACCEPTED,accepted for execution
4,9389,265,319,5,PICKED,picked for inspection
4,9389,265,319,5,ACCEPTED,accepted for execution
4,16893,285,243,3,PICKED,picked for inspection
4,16893,285,243,3,ACCEPTED,accepted for execution
4,19897,293,145,9,PICKED,picked for inspection
4,19897,293,145,9,ACCEPTED,accepted for execution
4,28900,317,212,10,PICKED,picked for inspection
4,28900,317,212,10,REJECTED,Mostafa cannot finish task within the remaining time
4,28900,317,212,10,PICKED,no other tasks could be accepted-trying to break this task
4,28900,317,212,10,REJECTED,could not break this task-Mostafa finished for this sprint
5,20,320,312,4,PICKED,picked for inspection
5,20,320,312,4,ACCEPTED,accepted for execution
5,3780,330,56,6,PICKED,picked for inspection
5,3780,330,56,6,ACCEPTED,accepted for execution
5,12783,354,338,5,PICKED,picked for inspection
5,12783,354,338,5,ACCEPTED,accepted for execution
5,17662,367,315,3,PICKED,picked for inspection
5,17662,367,315,3,ACCEPTED,accepted for execution
5,19163,371,392,9,PICKED,picked for inspection
5,19163,371,392,9,ACCEPTED,accepted for execution
6,0,400,291,4,PICKED,picked for inspection
6,0,400,291,4,ACCEPTED,accepted for execution
6,3009,408,317,6,PICKED,picked for inspection
6,3009,408,317,6,ACCEPTED,accepted for execution
6,7512,420,116,10,PICKED,picked for inspection
6,7512,420,116,10,ACCEPTED,accepted for execution
6,13515,436,201,5,PICKED,picked for inspection
6,13515,436,201,5,ACCEPTED,accepted for execution
6,16518,444,185,3,PICKED,picked for inspection
6,16518,444,185,3,ACCEPTED,accepted for execution
6,18022,448,5,6,PICKED,picked for inspection
6,18022,448,5,6,ACCEPTED,accepted for execution
7,10,480,58,1,PICKED,picked for inspection
7,10,480,58,1,ACCEPTED,accepted for execution
7,387,481,238,3,PICKED,picked for inspection
7,387,481,238,3,ACCEPTED,accepted for execution
7,2266,486,242,7,PICKED,picked for inspection
7,2266,486,242,7,ACCEPTED,accepted for execution
7,7518,500,350,2,PICKED,picked for inspection
7,7518,500,350,2,ACCEPTED,accepted for execution
7,9021,504,8,2,PICKED,picked for inspection
7,9021,504,8,2,ACCEPTED,accepted for execution
7,10524,508,393,10,PICKED,picked for inspection
7,10524,508,393,10,ACCEPTED,accepted for execution
7,18032,528,304,8,PICKED,picked for inspection
7,18032,528,304,8,ACCEPTED,accepted for execution
7,22538,540,33,8,PICKED,picked for inspection
7,22538,540,33,8,ACCEPTED,accepted for execution
8,18,560,170,4,PICKED,picked for inspection
8,18,560,170,4,ACCEPTED,accepted for execution
8,3023,568,135,10,PICKED,picked for inspection
8,3023,568,135,10,ACCEPTED,accepted for execution
8,10525,588,344,10,PICKED,picked for inspection
8,10525,588,344,10,ACCEPTED,accepted for execution
8,18029,608,299,8,PICKED,picked for inspection
8,18029,608,299,8,ACCEPTED,accepted for execution
8,25906,629,60,10,PICKED,picked for inspection
8,25906,629,60,10,REJECTED,Mostafa cannot finish task within the remaining time
8,25906,629,86,6,PICKED,picked for inspection
8,25906,629,86,6,ACCEPTED,accepted for execution
8,25906,629,86,6,ACCEPTED,accepted for execution
8,29289,638,60,4,PICKED,picked for inspection
8,29289,638,60,4,REJECTED,Mostafa cannot finish task within the remaining time
8,29289,638,60,4,PICKED,no other tasks could be accepted-trying to break this task
8,29289,638,60,4,REJECTED,could not break this task-Mostafa finished for this sprint
9,6,640,252,5,PICKED,picked for inspection
9,6,640,252,5,ACCEPTED,accepted for execution
9,3385,649,307,3,PICKED,picked for inspection
9,3385,649,307,3,ACCEPTED,accepted for execution
9,5639,655,215,10,PICKED,picked for inspection
9,5639,655,215,10,ACCEPTED,accepted for execution
9,13141,675,175,4,PICKED,picked for inspection
9,13141,675,175,4,ACCEPTED,accepted for execution
9,16144,683,194,5,PICKED,picked for inspection
9,16144,683,194,5,ACCEPTED,accepted for execution
9,19897,693,60,2,PICKED,picked for inspection
9,19897,693,60,2,ACCEPTED,accepted for execution
9,21775,698,258,1,PICKED,picked for inspection
9,21775,698,258,1,ACCEPTED,accepted for execution
9,22528,700,82,10,PICKED,picked for inspection
9,22528,700,82,10,REJECTED,Mostafa cannot finish task within the remaining time
9,22528,700,82,10,PICKED,no other tasks could be accepted-trying to break this task
9,22528,700,82,10,REJECTED,could not break this task-Mostafa finished for this sprint
10,0,720,20,7,PICKED,picked for inspection
10,0,720,20,7,ACCEPTED,accepted for execution
10,4509,732,88,5,PICKED,picked for inspection
10,4509,732,88,5,ACCEPTED,accepted for execution
10,7512,740,370,6,PICKED,picked for inspection
10,7512,740,370,6,ACCEPTED,accepted for execution
10,10890,749,224,10,PICKED,picked for inspection
10,10890,749,224,10,ACCEPTED,accepted for execution
10,16893,765,245,6,PICKED,picked for inspection
10,16893,765,245,6,ACCEPTED,accepted for execution
10,20272,774,341,10,PICKED,picked for inspection
10,20272,774,341,10,ACCEPTED,accepted for execution
11,14,800,268,7,PICKED,picked for inspection
11,14,800,268,7,ACCEPTED,accepted for execution
11,4141,811,115,10,PICKED,picked for inspection
11,4141,811,115,10,ACCEPTED,accepted for execution
11,10151,827,261,6,PICKED,picked for inspection
11,10151,827,261,6,ACCEPTED,accepted for execution
11,13531,836,95,2,PICKED,picked for inspection
11,13531,836,95,2,ACCEPTED,accepted for execution
11,14659,839,89,2,PICKED,picked for inspection
11,14659,839,89,2,ACCEPTED,accepted for execution
11,15787,842,342,1,PICKED,picked for inspection
11,15787,842,342,1,ACCEPTED,accepted for execution
11,16164,843,349,6,PICKED,picked for inspection
11,16164,843,349,6,ACCEPTED,accepted for execution
11,19544,852,31,2,PICKED,picked for inspection
11,19544,852,31,2,ACCEPTED,accepted for execution
11,20671,855,46,7,PICKED,picked for inspection
11,20671,855,46,7,ACCEPTED,accepted for execution
