sep=,
ModelTime, BackEnd, FrontEnd, Design
0,1.6,1.6,0.1
20,1.6,1.6,0.1
40,1.6,1.6,0.1
60,1.6,1.6,0.1
80,1.6,1.6,0.1
100,1.6,1.6,0.1
120,1.6,1.6,0.1
140,2.95,2.95,0.1
160,2.95,2.95,0.25
180,2.95,2.95,0.25
200,2.95,2.95,1.3
220,2.95,2.95,1.3
240,2.95,2.95,1.3
260,2.95,2.95,1.3
280,3.85,3.85,1.3
300,3.85,3.85,1.3
320,3.85,3.85,1.3
340,3.85,3.85,1.3
360,3.85,3.85,1.3
380,3.85,3.85,1.3
400,3.85,3.85,1.3
420,3.85,3.85,1.3
440,3.85,3.85,1.3
460,3.85,3.85,1.3
480,3.85,3.85,1.3
500,3.85,3.85,1.3
520,3.85,3.85,1.3
540,3.85,3.85,1.3
560,3.85,3.85,1.3
580,3.85,4.3,1.75
600,3.85,4.3,1.75
620,3.85,4.3,1.75
640,4.0,4.45,1.9
660,4.0,4.45,1.9
680,4.0,5.35,1.9
700,4.0,5.35,1.9
720,4.6,5.949999999999999,2.5
740,4.6,6.1,2.5
760,4.6,6.1,2.5
780,5.6499999999999995,6.1,2.5
800,6.3999999999999995,6.85,2.5
820,6.3999999999999995,6.85,2.5
840,6.3999999999999995,6.85,2.5
860,6.3999999999999995,6.85,2.5
880,7.1499999999999995,7.6,2.5
900,7.1499999999999995,8.35,3.25
920,7.1499999999999995,8.35,3.25
940,7.1499999999999995,8.35,3.25
960,7.1499999999999995,8.35,3.25
980,8.049999999999999,8.35,4.15
1000,8.049999999999999,9.7,4.15
1020,8.049999999999999,9.7,4.15
1040,8.049999999999999,9.7,4.15
1060,9.249999999999998,10.899999999999999,5.3500000000000005
1080,10.299999999999999,11.95,5.3500000000000005
1100,11.2,13.15,6.1000000000000005
1120,11.2,13.15,6.1000000000000005
1140,11.2,13.15,6.1000000000000005
1160,11.2,13.15,6.1000000000000005
1180,11.2,13.15,6.1000000000000005
1200,11.5,13.450000000000001,6.4
1220,12.85,14.8,6.4
1240,12.85,14.8,7.9
1260,12.85,14.8,7.9
1280,12.85,14.950000000000001,8.05
1300,14.2,15.100000000000001,9.4
1320,14.2,15.100000000000001,10.450000000000001
1340,15.1,15.100000000000001,10.450000000000001
1360,16.15,16.150000000000002,11.500000000000002
1380,16.15,16.750000000000004,12.100000000000001
1400,16.15,18.250000000000004,13.600000000000001
1420,16.15,19.150000000000002,13.600000000000001
1440,16.15,19.150000000000002,13.600000000000001
1460,16.15,19.150000000000002,13.600000000000001
1480,16.15,19.150000000000002,13.600000000000001
1500,16.15,19.150000000000002,13.600000000000001
1520,17.2,19.6,14.65
1540,17.2,19.900000000000002,14.950000000000001
1560,18.55,21.250000000000004,14.950000000000001
1580,20.05,21.250000000000004,14.950000000000001
1600,21.25,22.300000000000004,15.100000000000001
1620,22.75,22.300000000000004,16.6
1640,22.75,23.650000000000006,16.6
1660,22.75,23.650000000000006,16.6
1680,24.1,25.000000000000007,17.950000000000003
1700,25.75,26.950000000000006,18.250000000000004
1720,27.7,26.950000000000006,18.250000000000004
1740,27.7,28.600000000000005,18.250000000000004
1760,29.049999999999997,29.950000000000003,19.150000000000002
1780,30.0,30.0,20.65
1800,30.0,30.0,23.049999999999997
1820,30.0,30.0,24.7
1840,30.0,30.0,26.5
1860,30.0,30.0,28.599999999999998
1880,30.0,30.0,28.599999999999998
1900,30.0,30.0,28.599999999999998
1920,30.0,30.0,28.599999999999998
1940,30.0,30.0,28.599999999999998
1960,30.0,30.0,28.599999999999998
1980,30.0,30.0,28.599999999999998
2000,30.0,30.0,28.599999999999998
