sep=,
TaskName,TaskID,Priority,StoryPoints,RequiredSkills
RandomTask_97,97,1,3,Design
RandomTask_230,230,1,9,BackEnd FrontEnd
RandomTask_262,262,1,7,Design FrontEnd
RandomTask_73,73,1,10,Design FrontEnd
RandomTask_180,180,1,2,BackEnd
RandomTask_244,244,1,10,FrontEnd
RandomTask_32,32,1,4,Design
RandomTask_111,111,1,4,FrontEnd
RandomTask_354,354,1,3,Design FrontEnd
RandomTask_198,198,1,6,Design FrontEnd
RandomTask_366,366,1,5,Design FrontEnd
RandomTask_271,271,1,5,BackEnd Design
RandomTask_147,147,1,8,Design
RandomTask_171,171,1,6,FrontEnd
RandomTask_382,382,1,7,BackEnd
RandomTask_146,146,1,6,Design
RandomTask_200,200,1,5,BackEnd
RandomTask_232,232,1,3,BackEnd Design FrontEnd
RandomTask_318,318,1,6,BackEnd FrontEnd
RandomTask_292,292,1,1,BackEnd Design FrontEnd
RandomTask_339,339,1,6,Design FrontEnd
RandomTask_330,330,1,10,BackEnd Design FrontEnd
RandomTask_76,76,1,1,FrontEnd
RandomTask_363,363,1,4,BackEnd Design FrontEnd
RandomTask_274,274,1,4,BackEnd
RandomTask_153,153,1,4,BackEnd Design
RandomTask_143,143,1,8,Design
RandomTask_285,285,1,1,Design
RandomTask_241,241,1,4,BackEnd Design
RandomTask_355,355,1,5,Design
RandomTask_227,227,1,5,BackEnd FrontEnd
RandomTask_206,206,1,4,BackEnd
RandomTask_14,14,1,8,BackEnd
