sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,1.827647319450598,77,42,38
2,2.023057310719432,146,72,8
3,2.1549402004094387,160,74,6
4,2.2420136554993455,169,75,5
5,2.7878146025417396,179,64,16
6,3.189708259564314,221,69,11
7,3.126260588947156,248,79,1
8,3.2111775191359966,245,76,4
9,3.61271676300578,250,69,11
10,3.619228570467768,287,79,1
11,3.6979689284107815,285,77,3
