sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,2.884046539144153,78,27,53
2,3.476981375473676,230,66,14
3,3.6350433930571104,277,76,4
4,3.5305565720749197,283,80,0
5,3.564206268958544,282,79,1
6,3.634688235896386,284,78,2
7,3.6589058609783995,290,79,1
8,3.664330480490599,290,79,1
9,3.6556995679627784,176,48,32
