sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,14,0,300,3,PICKED,picked for inspection
1,14,0,300,3,ACCEPTED,accepted for execution
1,1516,4,390,4,PICKED,picked for inspection
1,1516,4,390,4,ACCEPTED,accepted for execution
1,3770,10,168,6,PICKED,picked for inspection
1,3770,10,168,6,ACCEPTED,accepted for execution
1,7148,19,44,10,PICKED,picked for inspection
1,7148,19,44,10,ACCEPTED,accepted for execution
2,16,80,400,1,PICKED,picked for inspection
2,16,80,400,1,ACCEPTED,accepted for execution
2,393,81,35,2,PICKED,picked for inspection
2,393,81,35,2,ACCEPTED,accepted for execution
2,1523,84,311,5,PICKED,picked for inspection
2,1523,84,311,5,ACCEPTED,accepted for execution
2,4526,92,3,7,PICKED,picked for inspection
2,4526,92,3,7,ACCEPTED,accepted for execution
2,8657,103,123,10,PICKED,picked for inspection
2,8657,103,123,10,ACCEPTED,accepted for execution
2,14664,119,330,10,PICKED,picked for inspection
2,14664,119,330,10,ACCEPTED,accepted for execution
3,10,160,289,2,PICKED,picked for inspection
3,10,160,289,2,ACCEPTED,accepted for execution
3,1139,163,386,5,PICKED,picked for inspection
3,1139,163,386,5,ACCEPTED,accepted for execution
3,4142,171,271,5,PICKED,picked for inspection
3,4142,171,271,5,ACCEPTED,accepted for execution
3,7145,179,74,7,PICKED,picked for inspection
3,7145,179,74,7,ACCEPTED,accepted for execution
3,11276,190,278,9,PICKED,picked for inspection
3,11276,190,278,9,ACCEPTED,accepted for execution
4,11,240,82,10,PICKED,picked for inspection
4,11,240,82,10,ACCEPTED,accepted for execution
4,6020,256,17,10,PICKED,picked for inspection
4,6020,256,17,10,ACCEPTED,accepted for execution
4,12023,272,49,9,PICKED,picked for inspection
4,12023,272,49,9,ACCEPTED,accepted for execution
5,32,320,228,2,PICKED,picked for inspection
5,32,320,228,2,ACCEPTED,accepted for execution
5,1168,323,396,8,PICKED,picked for inspection
5,1168,323,396,8,ACCEPTED,accepted for execution
5,5672,335,215,10,PICKED,picked for inspection
5,5672,335,215,10,ACCEPTED,accepted for execution
5,11675,351,66,10,PICKED,picked for inspection
5,11675,351,66,10,ACCEPTED,accepted for execution
6,10,400,76,1,PICKED,picked for inspection
6,10,400,76,1,ACCEPTED,accepted for execution
6,388,401,358,3,PICKED,picked for inspection
6,388,401,358,3,ACCEPTED,accepted for execution
6,1891,405,286,5,PICKED,picked for inspection
6,1891,405,286,5,ACCEPTED,accepted for execution
6,4894,413,133,6,PICKED,picked for inspection
6,4894,413,133,6,ACCEPTED,accepted for execution
6,8273,422,262,7,PICKED,picked for inspection
6,8273,422,262,7,ACCEPTED,accepted for execution
