sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,1.964336969001148,73,37,43
2,2.1609840789036237,156,72,8
3,2.158364187142376,171,79,1
4,2.095042573957527,166,79,1
5,2.072671443193449,162,78,2
6,2.3736090953072084,157,66,14
7,2.5831905820607206,189,73,7
8,2.6755735870173476,204,76,4
9,3.308078676346446,209,63,17
10,3.6464302880171555,263,72,8
11,3.7184380004770503,291,78,2
12,3.7084356540784498,149,40,40
