sep=,
sprint,velocity,storyPoints,duration,idlePeriod
1,0.7366160607271274,59,80,0
2,0.6491777082362341,52,80,0
3,0.561938061938062,45,80,0
4,0.46229967014293805,37,80,0
5,0.41631203049254334,30,72,8
6,0.8234628693106202,33,40,40
7,0.7985094490284802,64,80,0
8,1.1641371834039618,63,54,26
9,1.8108078780315773,89,49,31
10,1.8034380435894812,141,78,2
11,2.0224978811926957,140,69,11
12,1.944878486651817,156,80,0
13,1.9421330663260021,150,77,3
14,2.274594975346325,155,68,12
15,2.880283201029822,179,62,18
16,2.7764866031408744,223,80,0
17,3.0190157007030707,221,73,7
18,3.482281042898528,234,67,13
19,3.482752084912813,196,56,24
