sep=,
sprint,systemTime,modelTime,task,storyPoints,picked/accepted/rejected,description
1,9,0,217,4,PICKED,picked for inspection
1,9,0,217,4,ACCEPTED,accepted for execution
1,12014,32,309,7,PICKED,picked for inspection
1,12014,32,309,7,REJECTED,Tiffany cannot finish task within the remaining time
1,12014,32,373,5,PICKED,picked for inspection
1,12014,32,373,5,ACCEPTED,accepted for execution
1,12014,32,373,5,ACCEPTED,accepted for execution
1,27018,72,249,9,PICKED,picked for inspection
1,27018,72,249,9,REJECTED,Tiffany cannot finish task within the remaining time
1,27018,72,303,10,PICKED,picked for inspection
1,27018,72,303,10,REJECTED,Tiffany cannot finish task within the remaining time
1,27018,72,309,7,PICKED,picked for inspection
1,27018,72,309,7,REJECTED,Tiffany cannot finish task within the remaining time
1,27018,72,249,9,PICKED,no other tasks could be accepted-trying to break this task
1,27018,72,249,1,ACCEPTED,broke task into smaller parts-accepted for execution
1,27018,72,249,1,ACCEPTED,accepted for execution
1,30029,80,249,8,PICKED,picked for inspection
1,30029,80,249,8,REJECTED,Tiffany cannot finish task within the remaining time
1,30029,80,303,10,PICKED,picked for inspection
1,30029,80,303,10,REJECTED,Tiffany cannot finish task within the remaining time
1,30029,80,309,7,PICKED,picked for inspection
1,30029,80,309,7,REJECTED,Tiffany cannot finish task within the remaining time
1,30029,80,249,8,PICKED,no other tasks could be accepted-trying to break this task
1,30029,80,249,8,REJECTED,could not break this task-Tiffany finished for this sprint
2,0,80,83,3,PICKED,picked for inspection
2,0,80,83,3,ACCEPTED,accepted for execution
3,2,160,303,10,PICKED,picked for inspection
3,2,160,303,10,ACCEPTED,accepted for execution
5,0,320,52,1,PICKED,picked for inspection
5,0,320,52,1,ACCEPTED,accepted for execution
6,0,400,340,10,PICKED,picked for inspection
6,0,400,340,10,ACCEPTED,accepted for execution
7,0,480,389,3,PICKED,picked for inspection
7,0,480,389,3,ACCEPTED,accepted for execution
10,6,720,317,6,PICKED,picked for inspection
10,6,720,317,6,ACCEPTED,accepted for execution
10,9019,744,224,10,PICKED,picked for inspection
10,9019,744,224,10,ACCEPTED,accepted for execution
11,1,800,64,5,PICKED,picked for inspection
11,1,800,64,5,ACCEPTED,accepted for execution
11,7505,820,362,10,PICKED,picked for inspection
11,7505,820,362,10,ACCEPTED,accepted for execution
12,3,880,393,10,PICKED,picked for inspection
12,3,880,393,10,ACCEPTED,accepted for execution
13,12,960,169,5,PICKED,picked for inspection
13,12,960,169,5,ACCEPTED,accepted for execution
13,7513,980,144,10,PICKED,picked for inspection
13,7513,980,144,10,ACCEPTED,accepted for execution
13,17264,1006,315,3,PICKED,picked for inspection
13,17264,1006,315,3,ACCEPTED,accepted for execution
14,4,1040,175,4,PICKED,picked for inspection
14,4,1040,175,4,ACCEPTED,accepted for execution
14,3755,1050,385,7,PICKED,picked for inspection
14,3755,1050,385,7,ACCEPTED,accepted for execution
14,10510,1068,92,8,PICKED,picked for inspection
14,10510,1068,92,8,ACCEPTED,accepted for execution
14,18386,1089,381,3,PICKED,picked for inspection
14,18386,1089,381,3,ACCEPTED,accepted for execution
14,21393,1097,145,9,PICKED,picked for inspection
14,21393,1097,145,9,REJECTED,Tiffany cannot finish task within the remaining time
14,21393,1097,394,3,PICKED,picked for inspection
14,21393,1097,394,3,ACCEPTED,accepted for execution
14,21393,1097,394,3,ACCEPTED,accepted for execution
15,0,1120,250,9,PICKED,picked for inspection
15,0,1120,250,9,ACCEPTED,accepted for execution
15,11251,1150,12,5,PICKED,picked for inspection
15,11251,1150,12,5,ACCEPTED,accepted for execution
15,15002,1160,60,10,PICKED,picked for inspection
